                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 2.3956,                 2.6343,                0.80294,                0.56063,                0.19087,                 0.2028,                0.08558,                 2.1766,                 2.2523,                0.81878,             0.00034993,             0.00034993,             0.00034993
                     13,                 2.4213,                 2.4811,                0.80533,                0.48894,                0.24137,                0.21995,                0.09092,                 2.1963,                 2.2363,                0.81472,             0.00034922,             0.00034922,             0.00034922
                     14,                 2.3735,                 2.3578,                 0.7966,                0.55315,                 0.2203,                 0.2427,                0.09935,                 2.1189,                 2.0552,                0.81428,             0.00034852,             0.00034852,             0.00034852
                     15,                 2.3774,                 2.2849,                0.79608,                0.65553,                0.21781,                0.26347,                 0.1073,                 2.1191,                 2.0588,                0.81287,             0.00034781,             0.00034781,             0.00034781
                     16,                 2.3369,                 2.1877,                0.79599,                0.50654,                0.26828,                0.26889,                0.11463,                 2.0534,                 1.8636,                0.81288,              0.0003471,              0.0003471,              0.0003471
                     17,                 2.3632,                 2.1037,                0.79641,                0.40243,                 0.2722,                0.24771,                0.09475,                 2.2259,                 2.1651,                0.82009,              0.0003464,              0.0003464,              0.0003464
                     18,                  2.315,                 2.0397,                0.80067,                0.59472,                0.32385,                0.30236,                0.11476,                 2.1957,                 1.6924,                0.81289,             0.00034569,             0.00034569,             0.00034569
                     19,                  2.315,                 1.9717,                 0.7927,                0.67785,                0.31342,                0.34407,                0.14917,                 1.9791,                 1.7303,                0.81209,             0.00034498,             0.00034498,             0.00034498
                     20,                 2.2744,                 1.9003,                0.78629,                0.55637,                0.34334,                0.36203,                0.15708,                  2.002,                 1.5683,                 0.8141,             0.00034428,             0.00034428,             0.00034428
                     21,                 2.2525,                 1.8334,                0.78709,                0.63077,                0.36172,                0.38547,                0.15969,                 2.0379,                 1.5215,                0.81114,             0.00034357,             0.00034357,             0.00034357
                     22,                 2.2048,                 1.7528,                 0.7915,                0.59129,                0.38561,                0.41591,                0.18301,                 1.9186,                 1.3935,                0.81105,             0.00034286,             0.00034286,             0.00034286
                     23,                 2.2008,                  1.711,                0.79072,                0.63963,                0.40748,                0.44872,                0.19108,                  1.984,                  1.291,                 0.8114,             0.00034216,             0.00034216,             0.00034216
                     24,                 2.2109,                 1.6676,                0.78773,                0.64347,                0.38945,                0.44282,                0.19623,                 1.9456,                 1.3881,                0.81026,             0.00034145,             0.00034145,             0.00034145
                     25,                 2.1659,                 1.6215,                 0.7922,                0.65461,                  0.409,                0.46121,                0.20155,                 1.9285,                 1.2183,                0.80926,             0.00034074,             0.00034074,             0.00034074
                     26,                 2.1346,                 1.5388,                0.78932,                0.71686,                0.42744,                0.49244,                 0.2114,                 1.9312,                 1.2027,                 0.8079,             0.00034004,             0.00034004,             0.00034004
                     27,                 2.1901,                 1.5153,                0.78739,                0.75585,                0.43248,                0.50246,                0.19955,                 1.9956,                 1.2869,                0.81058,             0.00033933,             0.00033933,             0.00033933
                     28,                 2.1578,                 1.4907,                0.78596,                 0.7039,                0.46844,                0.52922,                0.21417,                 2.0004,                 1.0604,                0.80914,             0.00033862,             0.00033862,             0.00033862
                     29,                 2.1235,                 1.4216,                 0.7929,                0.75044,                0.45587,                0.52081,                0.21471,                 1.9593,                 1.1156,                0.81175,             0.00033791,             0.00033791,             0.00033791
                     30,                 2.1127,                 1.3818,                0.78536,                0.73758,                0.46919,                0.54033,                0.22433,                 1.9658,                  1.013,                0.80716,             0.00033721,             0.00033721,             0.00033721
                     31,                 2.1234,                 1.3617,                0.78318,                 0.6991,                0.48062,                0.54411,                0.24336,                 1.8412,                 0.9789,                0.80733,              0.0003365,              0.0003365,              0.0003365
                     32,                 2.1266,                 1.3578,                0.78919,                0.80398,                0.48437,                0.55964,                0.24254,                 1.8732,                  1.022,                0.80834,             0.00033579,             0.00033579,             0.00033579
                     33,                 2.0968,                 1.3125,                0.79157,                0.75661,                0.47505,                0.53833,                0.23037,                 1.8763,                0.97947,                0.80581,             0.00033509,             0.00033509,             0.00033509
                     34,                 2.0575,                 1.2714,                0.78888,                0.81963,                0.48809,                0.55942,                0.22908,                 1.9357,                0.99452,                0.80645,             0.00033438,             0.00033438,             0.00033438
                     35,                 2.1211,                 1.2885,                0.78408,                0.75002,                0.51033,                0.54712,                0.22787,                 1.9555,                  0.912,                0.80981,             0.00033367,             0.00033367,             0.00033367
                     36,                 2.0909,                 1.2502,                0.78751,                0.82026,                0.52551,                0.59018,                  0.254,                 1.8797,                0.91566,                0.80738,             0.00033297,             0.00033297,             0.00033297
                     37,                 2.0992,                 1.2494,                 0.7826,                 0.8163,                0.52332,                0.57961,                0.22943,                 1.9854,                 0.9067,                0.80904,             0.00033226,             0.00033226,             0.00033226
                     38,                 2.0579,                 1.1923,                0.78641,                0.83988,                0.53799,                0.59942,                0.25903,                 1.8491,                0.86836,                0.80673,             0.00033155,             0.00033155,             0.00033155
                     39,                 2.0703,                 1.1661,                0.78483,                0.83966,                0.53637,                0.60771,                0.26592,                 1.8128,                0.88922,                0.80536,             0.00033085,             0.00033085,             0.00033085
                     40,                 2.0195,                 1.1443,                0.78596,                 0.8288,                0.51869,                0.58015,                0.25112,                 1.8489,                0.89957,                0.80541,             0.00033014,             0.00033014,             0.00033014
                     41,                 2.0642,                 1.1475,                0.78429,                0.86986,                  0.542,                0.61337,                0.26691,                 1.8055,                0.86449,                0.80631,             0.00032943,             0.00032943,             0.00032943
                     42,                 2.0517,                 1.1218,                0.78618,                0.84751,                0.54524,                0.60981,                0.26419,                 1.8231,                0.80654,                0.80676,             0.00032873,             0.00032873,             0.00032873
                     43,                 2.0271,                 1.1139,                0.78062,                0.86699,                0.56199,                0.62055,                0.27553,                 1.7837,                0.76108,                0.80547,             0.00032802,             0.00032802,             0.00032802
                     44,                 2.0553,                 1.1163,                0.78689,                0.87408,                0.55119,                0.60505,                0.24731,                 1.8817,                0.81023,                0.80876,             0.00032731,             0.00032731,             0.00032731
                     45,                  2.031,                 1.0833,                0.78206,                0.85779,                0.53683,                0.60257,                0.25244,                 1.8993,                0.81192,                0.80587,             0.00032661,             0.00032661,             0.00032661
                     46,                 2.0196,                 1.0584,                0.78357,                0.78566,                0.55898,                0.59724,                0.25901,                 1.8441,                0.74679,                0.80775,              0.0003259,              0.0003259,              0.0003259
                     47,                 2.0172,                 1.0423,                0.78601,                0.90379,                0.52908,                0.60542,                0.25402,                 1.8604,                0.86882,                0.81006,             0.00032519,             0.00032519,             0.00032519
                     48,                 2.0361,                 1.0219,                0.78376,                0.82327,                0.56384,                0.61558,                0.25513,                 1.8744,                0.79696,                0.80489,             0.00032448,             0.00032448,             0.00032448
                     49,                 1.9991,                 1.0156,                0.77718,                 0.8743,                0.57078,                0.61898,                 0.2656,                 1.8382,                  0.752,                0.80821,             0.00032378,             0.00032378,             0.00032378
                     50,                 2.0126,                 1.0155,                0.78724,                0.82273,                 0.5677,                0.61013,                0.27146,                 1.7776,                0.72546,                0.80385,             0.00032307,             0.00032307,             0.00032307
                     51,                  1.966,                0.99215,                0.77807,                 0.8671,                0.59103,                0.64252,                0.28734,                 1.7542,                 0.7166,                0.80267,             0.00032236,             0.00032236,             0.00032236
                     52,                 1.9828,                0.99981,                0.78332,                0.89007,                0.57881,                0.63944,                0.28088,                 1.7836,                0.76428,                0.80211,             0.00032166,             0.00032166,             0.00032166
                     53,                 2.0002,                0.99649,                0.78053,                0.90888,                0.60215,                0.65653,                 0.2802,                  1.812,                0.72325,                0.80641,             0.00032095,             0.00032095,             0.00032095
                     54,                 1.9583,                0.96184,                0.78298,                0.89102,                0.59715,                0.64537,                0.27554,                 1.8034,                0.71425,                0.80563,             0.00032024,             0.00032024,             0.00032024
                     55,                 1.9881,                0.97292,                0.77888,                0.90778,                0.59004,                0.65682,                0.28674,                  1.773,                0.71487,                0.80301,             0.00031954,             0.00031954,             0.00031954
                     56,                 1.9768,                0.95179,                 0.7792,                0.87296,                0.60044,                0.64726,                0.28037,                   1.84,                0.69366,                0.80528,             0.00031883,             0.00031883,             0.00031883
                     57,                 1.9614,                0.94463,                0.78467,                0.90624,                0.59422,                0.65914,                0.28153,                 1.8046,                0.73965,                0.80243,             0.00031812,             0.00031812,             0.00031812
                     58,                  1.934,                0.93301,                0.77807,                0.91344,                0.61808,                0.67979,                0.30077,                 1.7205,                0.70072,                0.80231,             0.00031742,             0.00031742,             0.00031742
                     59,                 1.9423,                0.92579,                0.77244,                0.90629,                0.60844,                0.67213,                0.28997,                 1.7719,                0.69749,                0.80437,             0.00031671,             0.00031671,             0.00031671
                     60,                 1.9582,                0.94832,                0.77862,                0.90965,                0.62775,                0.67845,                0.30184,                 1.7496,                0.69194,                0.80178,               0.000316,               0.000316,               0.000316
                     61,                 1.9553,                 0.9228,                0.78031,                0.90469,                0.62045,                0.66339,                0.28657,                    1.8,                0.67828,                0.80709,              0.0003153,              0.0003153,              0.0003153
                     62,                 1.9666,                0.92665,                0.77452,                0.88869,                0.58114,                0.65363,                0.26986,                 1.8754,                0.73936,                0.80419,             0.00031459,             0.00031459,             0.00031459
                     63,                 1.9925,                0.94937,                0.78843,                0.89247,                 0.5979,                0.65704,                0.28345,                 1.8246,                0.69676,                0.80601,             0.00031388,             0.00031388,             0.00031388
                     64,                 2.0134,                0.94318,                0.77934,                0.89298,                0.61226,                0.65762,                0.27224,                 1.8205,                0.67851,                0.80683,             0.00031317,             0.00031317,             0.00031317
                     65,                 1.9708,                0.91507,                0.77516,                 0.9215,                0.62863,                 0.6791,                0.29772,                 1.7807,                0.66328,                0.80147,             0.00031247,             0.00031247,             0.00031247
                     66,                 1.9407,                  0.892,                0.77959,                0.91074,                0.61459,                 0.6789,                0.29024,                 1.7904,                0.68694,                0.80296,             0.00031176,             0.00031176,             0.00031176
                     67,                 1.9367,                0.89521,                0.77445,                0.89693,                0.63987,                0.67999,                0.28997,                 1.7672,                0.67744,                0.80258,             0.00031105,             0.00031105,             0.00031105
                     68,                 1.9385,                0.88553,                 0.7808,                0.91472,                0.63471,                0.68703,                0.29706,                 1.7791,                 0.6815,                0.80154,             0.00031035,             0.00031035,             0.00031035
                     69,                 1.8864,                0.87202,                0.78123,                 0.9046,                0.61997,                0.67261,                0.29544,                 1.7748,                0.66792,                0.80256,             0.00030964,             0.00030964,             0.00030964
                     70,                   1.92,                0.89648,                0.78069,                0.92708,                0.63116,                0.69353,                0.30372,                 1.7561,                0.65952,                0.80013,             0.00030893,             0.00030893,             0.00030893
                     71,                 1.9237,                 0.8768,                0.78259,                0.91251,                0.64075,                0.69342,                0.29897,                 1.7679,                 0.6551,                0.80213,             0.00030823,             0.00030823,             0.00030823
                     72,                 1.9136,                0.87887,                0.77304,                 0.9272,                0.62996,                0.69404,                0.32025,                  1.691,                0.64666,                0.80044,             0.00030752,             0.00030752,             0.00030752
                     73,                 1.8624,                0.85367,                0.77802,                0.90263,                0.63504,                0.68656,                 0.3101,                 1.7105,                0.66331,                 0.7994,             0.00030681,             0.00030681,             0.00030681
                     74,                 1.9082,                0.88338,                0.77481,                0.92945,                0.61606,                0.68903,                0.29615,                 1.8174,                0.72504,                0.80328,             0.00030611,             0.00030611,             0.00030611
                     75,                  1.883,                0.85876,                0.77805,                0.89341,                0.62511,                0.68003,                0.30505,                 1.7209,                0.67332,                0.79936,              0.0003054,              0.0003054,              0.0003054
                     76,                 1.9031,                0.86336,                0.77588,                0.91048,                0.61364,                0.67744,                0.30198,                 1.7339,                0.67995,                0.80196,             0.00030469,             0.00030469,             0.00030469
                     77,                 1.9368,                0.87465,                0.77438,                0.92159,                0.62951,                0.68908,                0.29357,                 1.7679,                0.66315,                0.80166,             0.00030399,             0.00030399,             0.00030399
                     78,                 1.8926,                0.85871,                 0.7765,                 0.9288,                0.63751,                0.70326,                0.31396,                 1.7286,                0.67646,                0.80061,             0.00030328,             0.00030328,             0.00030328
                     79,                 1.8943,                0.85512,                 0.7745,                0.89419,                0.63044,                0.68367,                0.28804,                 1.7695,                0.66465,                0.80332,             0.00030257,             0.00030257,             0.00030257
                     80,                 1.8511,                0.83647,                0.77766,                0.91728,                0.61729,                0.68875,                0.30441,                 1.7647,                0.68203,                0.79922,             0.00030186,             0.00030186,             0.00030186
                     81,                 1.8862,                0.84652,                 0.7766,                0.92192,                0.61758,                0.69794,                0.32021,                 1.6901,                0.64465,                0.79999,             0.00030116,             0.00030116,             0.00030116
                     82,                 1.8508,                0.82802,                0.77457,                0.86718,                0.62344,                0.67352,                0.29423,                 1.7896,                0.65247,                0.80428,             0.00030045,             0.00030045,             0.00030045
                     83,                 1.9016,                0.84991,                0.77548,                0.92206,                0.58934,                0.67924,                0.28154,                 1.8582,                0.74176,                0.80452,             0.00029974,             0.00029974,             0.00029974
                     84,                 1.8754,                0.84777,                0.77182,                0.91754,                0.63976,                0.69946,                0.31225,                 1.7277,                0.64629,                0.80091,             0.00029904,             0.00029904,             0.00029904
                     85,                 1.8722,                0.84454,                0.77878,                0.91885,                 0.6408,                0.70275,                0.31668,                 1.7033,                0.66715,                0.79987,             0.00029833,             0.00029833,             0.00029833
                     86,                 1.8658,                0.82207,                0.77732,                0.91091,                0.62996,                0.68424,                0.29528,                 1.7709,                0.64997,                0.79893,             0.00029762,             0.00029762,             0.00029762
                     87,                 1.8796,                0.82709,                0.76989,                0.92214,                0.63625,                0.69517,                0.31437,                  1.732,                0.63514,                0.80076,             0.00029692,             0.00029692,             0.00029692
                     88,                 1.8627,                0.83609,                0.77613,                0.92695,                0.62024,                0.69568,                0.30933,                 1.7321,                0.66799,                0.80016,             0.00029621,             0.00029621,             0.00029621
                     89,                 1.8432,                0.82393,                0.77771,                0.92735,                 0.6482,                0.70818,                0.31711,                 1.7065,                0.62882,                0.80002,              0.0002955,              0.0002955,              0.0002955
                     90,                 1.8515,                0.83145,                  0.776,                0.90958,                0.63618,                0.69342,                0.30751,                 1.7253,                0.62855,                0.79824,              0.0002948,              0.0002948,              0.0002948
                     91,                 1.8838,                0.84862,                0.77775,                0.94366,                0.62848,                0.71053,                0.32587,                 1.7317,                0.68028,                0.80141,             0.00029409,             0.00029409,             0.00029409
                     92,                 1.8829,                0.83792,                0.77522,                0.90664,                0.61361,                0.67448,                0.28542,                 1.8392,                0.67843,                0.80986,             0.00029338,             0.00029338,             0.00029338
                     93,                 1.8712,                0.82181,                0.77764,                0.90931,                0.63171,                0.69194,                 0.3116,                 1.7297,                0.64537,                0.79879,             0.00029268,             0.00029268,             0.00029268
                     94,                 1.8421,                0.80579,                0.77614,                0.91625,                0.62645,                0.69926,                0.30952,                 1.7642,                0.66212,                0.80435,             0.00029197,             0.00029197,             0.00029197
                     95,                 1.8517,                0.81481,                0.77593,                0.91952,                0.64795,                0.70844,                0.31764,                 1.7053,                0.65219,                0.79984,             0.00029126,             0.00029126,             0.00029126
                     96,                 1.8628,                0.82614,                0.77319,                0.90093,                 0.6072,                0.68522,                0.29444,                 1.8228,                0.69158,                0.80433,             0.00029056,             0.00029056,             0.00029056
                     97,                 1.8621,                0.82013,                0.77545,                0.90739,                0.64049,                0.69627,                0.31566,                 1.7075,                0.66813,                0.79989,             0.00028985,             0.00028985,             0.00028985
                     98,                 1.8328,                0.81056,                0.77403,                 0.9074,                0.62942,                0.69469,                0.31465,                 1.7294,                 0.6356,                0.79893,             0.00028914,             0.00028914,             0.00028914
                     99,                  1.849,                0.81045,                0.76945,                0.89042,                0.62672,                0.68354,                0.31731,                 1.6893,                0.62116,                0.79963,             0.00028843,             0.00028843,             0.00028843
                    100,                 1.8536,                0.80564,                0.77172,                0.90739,                0.64018,                0.69537,                0.32338,                 1.6874,                0.61817,                0.80111,             0.00028773,             0.00028773,             0.00028773
                    101,                 1.8306,                0.80254,                0.77215,                0.93179,                0.63537,                0.69561,                  0.318,                 1.6961,                0.63768,                 0.8017,             0.00028702,             0.00028702,             0.00028702
                    102,                 1.8288,                0.79697,                0.77697,                0.92813,                0.61579,                 0.6901,                0.30909,                 1.7241,                0.66006,                0.79966,             0.00028631,             0.00028631,             0.00028631
                    103,                 1.8352,                0.79781,                0.77749,                0.90609,                0.63252,                0.69294,                0.31451,                 1.7099,                0.63004,                0.79934,             0.00028561,             0.00028561,             0.00028561
                    104,                 1.8451,                0.80068,                0.78343,                0.93158,                0.62717,                0.69987,                 0.3065,                 1.7603,                 0.6512,                0.80075,              0.0002849,              0.0002849,              0.0002849
                    105,                 1.8626,                0.81918,                0.77169,                0.92616,                0.64222,                0.70802,                0.33199,                  1.647,                0.60962,                0.79754,             0.00028419,             0.00028419,             0.00028419
                    106,                 1.8239,                0.79557,                0.77639,                0.92917,                0.65707,                0.71365,                0.33099,                 1.6497,                0.61377,                0.79632,             0.00028349,             0.00028349,             0.00028349
                    107,                 1.8334,                0.79983,                0.77148,                0.93355,                0.63285,                0.71358,                0.32177,                 1.7146,                0.64797,                0.79886,             0.00028278,             0.00028278,             0.00028278
                    108,                 1.8113,                0.78386,                0.77776,                0.91743,                0.64526,                0.70613,                0.31376,                 1.7126,                0.63197,                0.80012,             0.00028207,             0.00028207,             0.00028207
                    109,                  1.814,                0.78416,                0.77398,                0.91598,                0.64533,                 0.7124,                0.32628,                 1.6795,                0.63096,                0.79739,             0.00028137,             0.00028137,             0.00028137
                    110,                 1.8308,                 0.8042,                0.77283,                0.92338,                0.63748,                0.71495,                0.32109,                 1.6844,                0.64412,                0.79814,             0.00028066,             0.00028066,             0.00028066
                    111,                 1.8192,                0.79106,                0.77173,                0.92717,                0.64549,                0.70658,                0.33245,                 1.6523,                0.61306,                0.79914,             0.00027995,             0.00027995,             0.00027995
                    112,                  1.843,                0.79306,                0.77241,                 0.9086,                0.63058,                0.69538,                0.29798,                  1.792,                 0.6623,                0.80099,             0.00027925,             0.00027925,             0.00027925
                    113,                 1.8536,                0.81566,                0.77266,                0.93471,                   0.64,                0.71104,                 0.3295,                 1.6895,                0.62994,                0.79869,             0.00027854,             0.00027854,             0.00027854
                    114,                 1.8108,                0.78376,                 0.7719,                0.92306,                0.63636,                0.71173,                0.32841,                 1.6835,                0.63618,                0.79996,             0.00027783,             0.00027783,             0.00027783
                    115,                  1.814,                0.78342,                 0.7701,                0.92709,                0.63882,                0.70804,                0.31918,                 1.7052,                0.61695,                0.79951,             0.00027712,             0.00027712,             0.00027712
                    116,                 1.8216,                0.79307,                0.77306,                0.92993,                0.63549,                0.71639,                0.32785,                 1.6821,                0.62874,                0.79816,             0.00027642,             0.00027642,             0.00027642
                    117,                 1.8329,                0.79371,                0.76729,                0.92135,                0.64376,                0.72128,                0.33347,                 1.6861,                0.61067,                 0.8006,             0.00027571,             0.00027571,             0.00027571
                    118,                 1.8148,                0.80198,                 0.7699,                0.90527,                0.64459,                0.71512,                0.31404,                 1.7224,                0.63891,                 0.7986,               0.000275,               0.000275,               0.000275
                    119,                 1.8545,                0.79841,                0.77358,                0.90246,                0.64692,                 0.7068,                 0.3301,                 1.6675,                0.62521,                0.79813,              0.0002743,              0.0002743,              0.0002743
                    120,                 1.8438,                0.80904,                0.76649,                0.91906,                0.64291,                0.71505,                0.32717,                 1.7036,                 0.6345,                0.79785,             0.00027359,             0.00027359,             0.00027359
                    121,                 1.8874,                0.81673,                0.76402,                0.88515,                0.66189,                0.70915,                0.31937,                 1.7144,                0.62921,                 0.7957,             0.00027288,             0.00027288,             0.00027288
                    122,                 1.8446,                0.79682,                 0.7691,                0.91093,                0.65484,                0.71993,                0.33707,                 1.6693,                0.61286,                0.79636,             0.00027218,             0.00027218,             0.00027218
                    123,                 1.8344,                0.78516,                 0.7665,                0.90701,                0.63597,                 0.7027,                0.30722,                  1.759,                0.63206,                0.79684,             0.00027147,             0.00027147,             0.00027147
                    124,                 1.8408,                0.80327,                 0.7648,                 0.9094,                 0.6344,                0.70332,                0.32662,                  1.683,                 0.6184,                0.79659,             0.00027076,             0.00027076,             0.00027076
                    125,                 1.8129,                0.77508,                0.76872,                0.88826,                0.63791,                0.69916,                0.32548,                 1.6863,                0.61965,                0.79609,             0.00027006,             0.00027006,             0.00027006
                    126,                 1.8545,                0.80736,                0.76629,                0.91504,                0.64353,                0.72109,                0.33292,                 1.6669,                0.61249,                 0.7969,             0.00026935,             0.00026935,             0.00026935
                    127,                 1.8667,                0.80896,                 0.7647,                0.87381,                0.62507,                0.67767,                0.31303,                  1.707,                0.63325,                0.79846,             0.00026864,             0.00026864,             0.00026864
                    128,                  1.856,                0.78938,                0.75931,                 0.9145,                0.64679,                0.71224,                 0.3279,                 1.6975,                0.61673,                0.79618,             0.00026794,             0.00026794,             0.00026794
                    129,                 1.8167,                0.78428,                0.76671,                0.90933,                0.63499,                0.70908,                0.32954,                 1.7016,                0.62711,                0.79578,             0.00026723,             0.00026723,             0.00026723
                    130,                 1.8208,                0.78348,                0.76584,                0.89385,                 0.6467,                0.70485,                0.33176,                 1.6695,                0.62289,                0.79546,             0.00026652,             0.00026652,             0.00026652
                    131,                  1.845,                0.78439,                0.77017,                0.91493,                0.65455,                0.71866,                0.32776,                 1.6766,                0.62129,                0.79557,             0.00026582,             0.00026582,             0.00026582
                    132,                   1.83,                0.77884,                0.76459,                0.90309,                 0.6435,                0.70989,                0.33816,                 1.6404,                0.61816,                0.79459,             0.00026511,             0.00026511,             0.00026511
                    133,                  1.825,                0.78153,                0.76259,                0.88314,                0.64446,                0.70339,                0.31752,                 1.7311,                0.64488,                0.79596,              0.0002644,              0.0002644,              0.0002644
                    134,                 1.8236,                0.77486,                0.76384,                0.89372,                0.64207,                0.71097,                0.32742,                 1.6742,                0.61813,                0.79395,             0.00026369,             0.00026369,             0.00026369
                    135,                 1.7728,                0.76348,                0.76626,                0.92185,                  0.649,                0.72189,                0.34054,                 1.6445,                 0.6038,                0.79369,             0.00026299,             0.00026299,             0.00026299
                    136,                 1.7855,                0.76304,                0.76625,                0.92297,                0.65497,                0.72425,                0.34012,                 1.6797,                0.60658,                0.79467,             0.00026228,             0.00026228,             0.00026228
                    137,                 1.8113,                0.78258,                0.76147,                0.92212,                0.65164,                0.73653,                0.34136,                  1.653,                0.62644,                0.79362,             0.00026157,             0.00026157,             0.00026157
                    138,                 1.8303,                0.77987,                0.76585,                0.90619,                 0.6481,                0.72621,                0.31798,                 1.7246,                0.64563,                0.79728,             0.00026087,             0.00026087,             0.00026087
                    139,                 1.8278,                0.77141,                0.76824,                0.92856,                0.64693,                0.73715,                0.34343,                 1.6814,                0.63339,                 0.7963,             0.00026016,             0.00026016,             0.00026016
                    140,                 1.8233,                0.79216,                0.77243,                0.90363,                0.64912,                0.71481,                0.32301,                 1.7027,                 0.6164,                0.79663,             0.00025945,             0.00025945,             0.00025945
                    141,                 1.8124,                0.78106,                0.76892,                0.88215,                0.62034,                0.69118,                0.30281,                 1.7988,                0.65139,                0.80019,             0.00025875,             0.00025875,             0.00025875
                    142,                 1.8153,                 0.7725,                0.75836,                0.91615,                0.62946,                 0.7124,                0.33162,                 1.7205,                0.62558,                0.79748,             0.00025804,             0.00025804,             0.00025804
                    143,                 1.8272,                0.77417,                0.76141,                0.91584,                0.63262,                0.70966,                0.33323,                 1.6553,                0.61502,                0.79532,             0.00025733,             0.00025733,             0.00025733
                    144,                 1.8231,                0.77549,                0.76073,                0.90571,                0.64901,                0.71961,                0.33621,                 1.6561,                0.62286,                0.79224,             0.00025663,             0.00025663,             0.00025663
                    145,                 1.7864,                0.76335,                0.76043,                0.86858,                0.64145,                0.70979,                0.32258,                 1.7079,                0.63339,                0.79505,             0.00025592,             0.00025592,             0.00025592
                    146,                 1.7878,                0.75096,                0.76253,                0.88088,                0.64704,                0.70926,                0.32827,                 1.7103,                0.61016,                0.79669,             0.00025521,             0.00025521,             0.00025521
                    147,                 1.7864,                0.75508,                0.75851,                0.91093,                 0.6166,                0.71163,                0.31458,                 1.7745,                0.66622,                0.80097,             0.00025451,             0.00025451,             0.00025451
                    148,                 1.8098,                0.75424,                0.75901,                 0.9093,                0.64879,                0.72018,                0.32276,                 1.7048,                0.63409,                0.79508,              0.0002538,              0.0002538,              0.0002538
                    149,                 1.8178,                0.77127,                0.76115,                0.92578,                0.64498,                0.72627,                0.34422,                  1.632,                0.60877,                0.79393,             0.00025309,             0.00025309,             0.00025309
                    150,                   1.81,                0.77234,                  0.761,                0.91722,                 0.6505,                0.73471,                0.34085,                 1.6767,                0.61484,                 0.7941,             0.00025238,             0.00025238,             0.00025238
                    151,                 1.8002,                0.76761,                0.76404,                0.90173,                 0.6382,                0.70878,                0.31453,                  1.726,                0.62885,                0.79652,             0.00025168,             0.00025168,             0.00025168
                    152,                 1.7923,                0.77815,                0.76512,                 0.9106,                0.64341,                0.73459,                0.32696,                 1.7194,                0.63642,                0.79709,             0.00025097,             0.00025097,             0.00025097
                    153,                  1.787,                0.75202,                0.76235,                0.92149,                0.65778,                 0.7323,                0.33585,                 1.6768,                0.61461,                0.79325,             0.00025026,             0.00025026,             0.00025026
                    154,                 1.7707,                0.75994,                 0.7624,                0.92092,                 0.6616,                0.73614,                0.34656,                 1.6311,                 0.5923,                0.79273,             0.00024956,             0.00024956,             0.00024956
                    155,                 1.7763,                0.75953,                0.76551,                0.92521,                0.65324,                0.73955,                  0.346,                 1.6372,                0.60595,                0.79408,             0.00024885,             0.00024885,             0.00024885
                    156,                 1.7886,                 0.7626,                0.76389,                0.91987,                0.65999,                0.74789,                0.34853,                 1.6375,                0.60121,                0.79447,             0.00024814,             0.00024814,             0.00024814
