                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                 2.4213,                 2.4811,                0.80533,                0.48589,                0.24563,                0.21984,                0.09078,                 2.1963,                 2.2363,                0.81472,             0.00034922,             0.00034922,             0.00034922
                     14,                 2.3735,                 2.3578,                 0.7966,                0.55337,                 0.2203,                0.24296,                0.09921,                 2.1189,                 2.0552,                0.81428,             0.00034852,             0.00034852,             0.00034852
                     15,                 2.3774,                 2.2849,                0.79608,                0.65564,                0.21782,                0.26341,                0.10696,                 2.1191,                 2.0588,                0.81287,             0.00034781,             0.00034781,             0.00034781
                     16,                 2.3369,                 2.1877,                0.79599,                0.50673,                0.26828,                0.26904,                 0.1145,                 2.0534,                 1.8636,                0.81288,              0.0003471,              0.0003471,              0.0003471
                     17,                 2.3632,                 2.1037,                0.79641,                0.40332,                 0.2722,                0.24774,                0.09461,                 2.2259,                 2.1651,                0.82009,              0.0003464,              0.0003464,              0.0003464
                     18,                  2.315,                 2.0397,                0.80067,                0.59483,                0.32385,                0.30218,                0.11463,                 2.1957,                 1.6924,                0.81289,             0.00034569,             0.00034569,             0.00034569
                     19,                  2.315,                 1.9717,                 0.7927,                0.67827,                0.31346,                0.34397,                0.14881,                 1.9791,                 1.7303,                0.81209,             0.00034498,             0.00034498,             0.00034498
                     20,                 2.2744,                 1.9003,                0.78629,                0.55637,                0.34334,                0.36213,                0.15697,                  2.002,                 1.5683,                 0.8141,             0.00034428,             0.00034428,             0.00034428
                     21,                 2.2525,                 1.8334,                0.78709,                0.63195,                0.36172,                0.38635,                0.15992,                 2.0379,                 1.5215,                0.81114,             0.00034357,             0.00034357,             0.00034357
                     22,                 2.2048,                 1.7528,                 0.7915,                0.59172,                0.38713,                 0.4174,                0.18335,                 1.9186,                 1.3935,                0.81105,             0.00034286,             0.00034286,             0.00034286
                     23,                 2.2008,                  1.711,                0.79072,                0.64248,                  0.407,                0.44923,                0.19095,                  1.984,                  1.291,                 0.8114,             0.00034216,             0.00034216,             0.00034216
                     24,                 2.2109,                 1.6676,                0.78773,                0.64455,                0.38945,                0.44349,                0.19636,                 1.9456,                 1.3881,                0.81026,             0.00034145,             0.00034145,             0.00034145
                     25,                 2.1659,                 1.6215,                 0.7922,                0.65307,                0.40936,                 0.4617,                 0.2014,                 1.9285,                 1.2183,                0.80926,             0.00034074,             0.00034074,             0.00034074
                     26,                 2.1346,                 1.5388,                0.78932,                0.71906,                0.42696,                 0.4927,                0.21107,                 1.9312,                 1.2027,                 0.8079,             0.00034004,             0.00034004,             0.00034004
                     27,                 2.1901,                 1.5153,                0.78739,                 0.7578,                  0.432,                0.50251,                0.19919,                 1.9956,                 1.2869,                0.81058,             0.00033933,             0.00033933,             0.00033933
                     28,                 2.1578,                 1.4907,                0.78596,                0.70491,                0.46796,                0.52902,                0.21384,                 2.0004,                 1.0604,                0.80914,             0.00033862,             0.00033862,             0.00033862
                     29,                 2.1235,                 1.4216,                 0.7929,                0.70826,                0.45616,                0.52185,                0.21483,                 1.9593,                 1.1156,                0.81175,             0.00033791,             0.00033791,             0.00033791
                     30,                 2.1127,                 1.3818,                0.78536,                0.73837,                0.47111,                0.54116,                0.22413,                 1.9658,                  1.013,                0.80716,             0.00033721,             0.00033721,             0.00033721
                     31,                 2.1234,                 1.3617,                0.78318,                0.70119,                0.48235,                 0.5453,                0.24375,                 1.8412,                 0.9789,                0.80733,              0.0003365,              0.0003365,              0.0003365
                     32,                 2.1266,                 1.3578,                0.78919,                0.80801,                0.48437,                0.56065,                0.24276,                 1.8732,                  1.022,                0.80834,             0.00033579,             0.00033579,             0.00033579
                     33,                 2.0968,                 1.3125,                0.79157,                0.75931,                0.47609,                0.53987,                0.23074,                 1.8763,                0.97947,                0.80581,             0.00033509,             0.00033509,             0.00033509
                     34,                 2.0575,                 1.2714,                0.78888,                0.82403,                0.48712,                0.55915,                0.22848,                 1.9357,                0.99452,                0.80645,             0.00033438,             0.00033438,             0.00033438
                     35,                 2.1211,                 1.2885,                0.78408,                 0.7545,                0.50985,                0.54688,                0.22766,                 1.9555,                  0.912,                0.80981,             0.00033367,             0.00033367,             0.00033367
                     36,                 2.0909,                 1.2502,                0.78751,                 0.8251,                0.52547,                0.59003,                0.25348,                 1.8797,                0.91566,                0.80738,             0.00033297,             0.00033297,             0.00033297
                     37,                 2.0992,                 1.2494,                 0.7826,                0.82315,                0.52332,                0.58022,                0.22924,                 1.9854,                 0.9067,                0.80904,             0.00033226,             0.00033226,             0.00033226
                     38,                 2.0579,                 1.1923,                0.78641,                0.84488,                0.53839,                0.60128,                0.25913,                 1.8491,                0.86836,                0.80673,             0.00033155,             0.00033155,             0.00033155
                     39,                 2.0703,                 1.1661,                0.78483,                0.84139,                0.53689,                0.60741,                 0.2657,                 1.8128,                0.88922,                0.80536,             0.00033085,             0.00033085,             0.00033085
                     40,                 2.0195,                 1.1443,                0.78596,                0.83585,                0.51855,                0.58116,                0.25105,                 1.8489,                0.89957,                0.80541,             0.00033014,             0.00033014,             0.00033014
                     41,                 2.0642,                 1.1475,                0.78429,                 0.8757,                0.54232,                0.61414,                0.26615,                 1.8055,                0.86449,                0.80631,             0.00032943,             0.00032943,             0.00032943
                     42,                 2.0517,                 1.1218,                0.78618,                0.85102,                0.54524,                0.61056,                0.26367,                 1.8231,                0.80654,                0.80676,             0.00032873,             0.00032873,             0.00032873
                     43,                 2.0271,                 1.1139,                0.78062,                0.87079,                0.56167,                0.61998,                0.27464,                 1.7837,                0.76108,                0.80547,             0.00032802,             0.00032802,             0.00032802
                     44,                 2.0553,                 1.1163,                0.78689,                0.88374,                0.55127,                0.60695,                0.24706,                 1.8817,                0.81023,                0.80876,             0.00032731,             0.00032731,             0.00032731
                     45,                  2.031,                 1.0833,                0.78206,                 0.8639,                0.53634,                 0.6032,                0.25167,                 1.8993,                0.81192,                0.80587,             0.00032661,             0.00032661,             0.00032661
                     46,                 2.0196,                 1.0584,                0.78357,                0.79247,                0.55799,                0.59713,                0.25839,                 1.8441,                0.74679,                0.80775,              0.0003259,              0.0003259,              0.0003259
                     47,                 2.0172,                 1.0423,                0.78601,                0.90931,                0.52883,                0.60605,                0.25346,                 1.8604,                0.86882,                0.81006,             0.00032519,             0.00032519,             0.00032519
                     48,                 2.0361,                 1.0219,                0.78376,                0.82697,                0.56448,                0.61541,                0.25436,                 1.8744,                0.79696,                0.80489,             0.00032448,             0.00032448,             0.00032448
                     49,                 1.9991,                 1.0156,                0.77718,                0.88004,                0.57198,                0.62036,                0.26555,                 1.8382,                  0.752,                0.80821,             0.00032378,             0.00032378,             0.00032378
                     50,                 2.0126,                 1.0155,                0.78724,                0.82966,                0.56855,                0.61163,                0.27111,                 1.7776,                0.72546,                0.80385,             0.00032307,             0.00032307,             0.00032307
                     51,                  1.966,                0.99215,                0.77807,                0.87727,                0.59151,                0.64358,                0.28635,                 1.7542,                 0.7166,                0.80267,             0.00032236,             0.00032236,             0.00032236
                     52,                 1.9828,                0.99981,                0.78332,                0.89736,                0.57928,                0.63995,                0.28018,                 1.7836,                0.76428,                0.80211,             0.00032166,             0.00032166,             0.00032166
                     53,                 2.0002,                0.99649,                0.78053,                0.91453,                0.60279,                0.65761,                0.27924,                  1.812,                0.72325,                0.80641,             0.00032095,             0.00032095,             0.00032095
                     54,                 1.9583,                0.96184,                0.78298,                0.89638,                0.59783,                0.64598,                0.27455,                 1.8034,                0.71425,                0.80563,             0.00032024,             0.00032024,             0.00032024
                     55,                 1.9881,                0.97292,                0.77888,                0.91956,                0.59092,                0.65755,                0.28593,                  1.773,                0.71487,                0.80301,             0.00031954,             0.00031954,             0.00031954
                     56,                 1.9768,                0.95179,                 0.7792,                0.88812,                0.60316,                0.64993,                0.28021,                   1.84,                0.69366,                0.80528,             0.00031883,             0.00031883,             0.00031883
                     57,                 1.9614,                0.94463,                0.78467,                 0.9134,                0.59376,                0.65929,                0.28057,                 1.8046,                0.73965,                0.80243,             0.00031812,             0.00031812,             0.00031812
                     58,                  1.934,                0.93301,                0.77807,                0.92281,                0.61878,                0.68097,                0.29864,                 1.7205,                0.70072,                0.80231,             0.00031742,             0.00031742,             0.00031742
                     59,                 1.9423,                0.92579,                0.77244,                0.91612,                0.60967,                0.67295,                0.28849,                 1.7719,                0.69749,                0.80437,             0.00031671,             0.00031671,             0.00031671
                     60,                 1.9582,                0.94832,                0.77862,                0.91802,                 0.6287,                 0.6797,                0.30122,                 1.7496,                0.69194,                0.80178,               0.000316,               0.000316,               0.000316
                     61,                 1.9553,                 0.9228,                0.78031,                0.90955,                  0.621,                0.66428,                0.28574,                    1.8,                0.67828,                0.80709,              0.0003153,              0.0003153,              0.0003153
                     62,                 1.9666,                0.92665,                0.77452,                0.90367,                0.58164,                0.65442,                0.26835,                 1.8754,                0.73936,                0.80419,             0.00031459,             0.00031459,             0.00031459
                     63,                 1.9925,                0.94937,                0.78843,                0.90238,                0.59756,                0.65778,                 0.2822,                 1.8246,                0.69676,                0.80601,             0.00031388,             0.00031388,             0.00031388
                     64,                 2.0134,                0.94318,                0.77934,                0.90438,                0.61529,                0.65925,                0.27079,                 1.8205,                0.67851,                0.80683,             0.00031317,             0.00031317,             0.00031317
                     65,                 1.9708,                0.91507,                0.77516,                0.93673,                0.63077,                0.68042,                0.29685,                 1.7807,                0.66328,                0.80147,             0.00031247,             0.00031247,             0.00031247
                     66,                 1.9407,                  0.892,                0.77959,                0.92337,                0.61699,                0.68018,                0.28883,                 1.7904,                0.68694,                0.80296,             0.00031176,             0.00031176,             0.00031176
                     67,                 1.9367,                0.89521,                0.77445,                0.91522,                0.64114,                0.68196,                0.28905,                 1.7672,                0.67744,                0.80258,             0.00031105,             0.00031105,             0.00031105
                     68,                 1.9385,                0.88553,                 0.7808,                 0.9316,                0.63574,                0.68932,                0.29651,                 1.7791,                 0.6815,                0.80154,             0.00031035,             0.00031035,             0.00031035
                     69,                 1.8864,                0.87202,                0.78123,                0.91462,                0.62065,                0.67313,                0.29491,                 1.7748,                0.66792,                0.80256,             0.00030964,             0.00030964,             0.00030964
                     70,                   1.92,                0.89648,                0.78069,                0.93617,                0.63292,                 0.6951,                0.30326,                 1.7561,                0.65952,                0.80013,             0.00030893,             0.00030893,             0.00030893
                     71,                 1.9237,                 0.8768,                0.78259,                0.92352,                 0.6419,                0.69521,                0.29803,                 1.7679,                 0.6551,                0.80213,             0.00030823,             0.00030823,             0.00030823
                     72,                 1.9136,                0.87887,                0.77304,                0.94038,                0.62995,                0.69542,                0.31975,                  1.691,                0.64666,                0.80044,             0.00030752,             0.00030752,             0.00030752
                     73,                 1.8624,                0.85367,                0.77802,                0.91192,                0.63595,                0.68765,                0.30924,                 1.7105,                0.66331,                 0.7994,             0.00030681,             0.00030681,             0.00030681
                     74,                 1.9082,                0.88338,                0.77481,                0.94269,                0.61638,                0.69062,                0.29561,                 1.8174,                0.72504,                0.80328,             0.00030611,             0.00030611,             0.00030611
                     75,                  1.883,                0.85876,                0.77805,                0.90473,                 0.6286,                0.68197,                 0.3045,                 1.7209,                0.67332,                0.79936,              0.0003054,              0.0003054,              0.0003054
                     76,                 1.9031,                0.86336,                0.77588,                0.92561,                0.61469,                0.67952,                0.30105,                 1.7339,                0.67995,                0.80196,             0.00030469,             0.00030469,             0.00030469
                     77,                 1.9368,                0.87465,                0.77438,                 0.9313,                0.63206,                0.69122,                0.29219,                 1.7679,                0.66315,                0.80166,             0.00030399,             0.00030399,             0.00030399
                     78,                 1.8926,                0.85871,                 0.7765,                0.94201,                 0.6379,                0.70423,                0.31235,                 1.7286,                0.67646,                0.80061,             0.00030328,             0.00030328,             0.00030328
                     79,                 1.8943,                0.85512,                 0.7745,                0.90152,                0.63455,                0.68588,                0.28538,                 1.7695,                0.66465,                0.80332,             0.00030257,             0.00030257,             0.00030257
                     80,                 1.8511,                0.83647,                0.77766,                0.93184,                0.61783,                0.69041,                0.30346,                 1.7647,                0.68203,                0.79922,             0.00030186,             0.00030186,             0.00030186
                     81,                 1.8862,                0.84652,                 0.7766,                0.93855,                0.61971,                 0.7003,                0.31976,                 1.6901,                0.64465,                0.79999,             0.00030116,             0.00030116,             0.00030116
                     82,                 1.8508,                0.82802,                0.77457,                0.88646,                0.62506,                0.67689,                0.29481,                 1.7896,                0.65247,                0.80428,             0.00030045,             0.00030045,             0.00030045
                     83,                 1.9016,                0.84991,                0.77548,                 0.9321,                0.59044,                0.68117,                0.28021,                 1.8582,                0.74176,                0.80452,             0.00029974,             0.00029974,             0.00029974
                     84,                 1.8754,                0.84777,                0.77182,                0.92909,                0.64418,                0.70191,                0.31165,                 1.7277,                0.64629,                0.80091,             0.00029904,             0.00029904,             0.00029904
                     85,                 1.8722,                0.84454,                0.77878,                0.92921,                0.64065,                0.70367,                0.31606,                 1.7033,                0.66715,                0.79987,             0.00029833,             0.00029833,             0.00029833
                     86,                 1.8658,                0.82207,                0.77732,                0.91675,                0.63083,                 0.6847,                0.29434,                 1.7709,                0.64997,                0.79893,             0.00029762,             0.00029762,             0.00029762
                     87,                 1.8796,                0.82709,                0.76989,                0.93023,                0.63772,                0.69763,                0.31406,                  1.732,                0.63514,                0.80076,             0.00029692,             0.00029692,             0.00029692
                     88,                 1.8627,                0.83609,                0.77613,                 0.9382,                0.62249,                0.69958,                0.30911,                 1.7321,                0.66799,                0.80016,             0.00029621,             0.00029621,             0.00029621
                     89,                 1.8432,                0.82393,                0.77771,                0.94008,                   0.65,                0.71042,                0.31569,                 1.7065,                0.62882,                0.80002,              0.0002955,              0.0002955,              0.0002955
                     90,                 1.8515,                0.83145,                  0.776,                0.92047,                0.64252,                0.69647,                0.30673,                 1.7253,                0.62855,                0.79824,              0.0002948,              0.0002948,              0.0002948
                     91,                 1.8838,                0.84862,                0.77775,                0.95465,                0.62961,                0.71394,                0.32484,                 1.7317,                0.68028,                0.80141,             0.00029409,             0.00029409,             0.00029409
                     92,                 1.8829,                0.83792,                0.77522,                0.92044,                0.61508,                0.67673,                0.28393,                 1.8392,                0.67843,                0.80986,             0.00029338,             0.00029338,             0.00029338
                     93,                 1.8712,                0.82181,                0.77764,                0.92252,                0.63305,                 0.6937,                0.31143,                 1.7297,                0.64537,                0.79879,             0.00029268,             0.00029268,             0.00029268
                     94,                 1.8421,                0.80579,                0.77614,                0.92076,                0.62846,                 0.7022,                0.30914,                 1.7642,                0.66212,                0.80435,             0.00029197,             0.00029197,             0.00029197
                     95,                 1.8517,                0.81481,                0.77593,                0.93627,                0.65098,                0.71369,                 0.3181,                 1.7053,                0.65219,                0.79984,             0.00029126,             0.00029126,             0.00029126
                     96,                 1.8628,                0.82614,                0.77319,                0.91416,                0.60773,                 0.6885,                0.29288,                 1.8228,                0.69158,                0.80433,             0.00029056,             0.00029056,             0.00029056
                     97,                 1.8621,                0.82013,                0.77545,                0.91578,                0.64595,                0.70022,                0.31623,                 1.7075,                0.66813,                0.79989,             0.00028985,             0.00028985,             0.00028985
                     98,                 1.8328,                0.81056,                0.77403,                0.91725,                0.63109,                0.69765,                0.31412,                 1.7294,                 0.6356,                0.79893,             0.00028914,             0.00028914,             0.00028914
                     99,                  1.849,                0.81045,                0.76945,                0.90492,                0.62859,                0.68654,                0.31758,                 1.6893,                0.62116,                0.79963,             0.00028843,             0.00028843,             0.00028843
                    100,                 1.8536,                0.80564,                0.77172,                0.91909,                0.64185,                0.69779,                0.32355,                 1.6874,                0.61817,                0.80111,             0.00028773,             0.00028773,             0.00028773
                    101,                 1.8306,                0.80254,                0.77215,                0.94403,                0.63671,                0.69885,                0.31834,                 1.6961,                0.63768,                 0.8017,             0.00028702,             0.00028702,             0.00028702
                    102,                 1.8288,                0.79697,                0.77697,                0.93773,                0.61812,                0.69231,                0.30857,                 1.7241,                0.66006,                0.79966,             0.00028631,             0.00028631,             0.00028631
                    103,                 1.8352,                0.79781,                0.77749,                0.92036,                0.63554,                0.69668,                 0.3148,                 1.7099,                0.63004,                0.79934,             0.00028561,             0.00028561,             0.00028561
                    104,                 1.8451,                0.80068,                0.78343,                0.94886,                0.63136,                 0.7029,                0.30518,                 1.7603,                 0.6512,                0.80075,              0.0002849,              0.0002849,              0.0002849
                    105,                 1.8626,                0.81918,                0.77169,                0.93822,                0.64511,                0.71104,                0.33164,                  1.647,                0.60962,                0.79754,             0.00028419,             0.00028419,             0.00028419
                    106,                 1.8239,                0.79557,                0.77639,                0.93562,                0.65862,                0.71554,                0.33037,                 1.6497,                0.61377,                0.79632,             0.00028349,             0.00028349,             0.00028349
                    107,                 1.8334,                0.79983,                0.77148,                0.94917,                0.63316,                0.71648,                0.32107,                 1.7146,                0.64797,                0.79886,             0.00028278,             0.00028278,             0.00028278
                    108,                 1.8113,                0.78386,                0.77776,                0.92815,                0.64604,                 0.7098,                0.31302,                 1.7126,                0.63197,                0.80012,             0.00028207,             0.00028207,             0.00028207
                    109,                  1.814,                0.78416,                0.77398,                0.93156,                0.64917,                0.71629,                0.32624,                 1.6795,                0.63096,                0.79739,             0.00028137,             0.00028137,             0.00028137
                    110,                 1.8308,                 0.8042,                0.77283,                0.93852,                0.63966,                0.71849,                0.32058,                 1.6844,                0.64412,                0.79814,             0.00028066,             0.00028066,             0.00028066
                    111,                 1.8192,                0.79106,                0.77173,                0.93633,                0.64948,                0.71023,                0.33269,                 1.6523,                0.61306,                0.79914,             0.00027995,             0.00027995,             0.00027995
                    112,                  1.843,                0.79306,                0.77241,                0.92174,                0.63226,                 0.6991,                0.29714,                  1.792,                 0.6623,                0.80099,             0.00027925,             0.00027925,             0.00027925
                    113,                 1.8536,                0.81566,                0.77266,                0.94666,                0.64385,                0.71379,                0.32899,                 1.6895,                0.62994,                0.79869,             0.00027854,             0.00027854,             0.00027854
                    114,                 1.8108,                0.78376,                 0.7719,                0.93313,                0.63661,                0.71488,                0.32832,                 1.6835,                0.63618,                0.79996,             0.00027783,             0.00027783,             0.00027783
                    115,                  1.814,                0.78342,                 0.7701,                0.94066,                0.64206,                0.71179,                 0.3183,                 1.7052,                0.61695,                0.79951,             0.00027712,             0.00027712,             0.00027712
                    116,                 1.8216,                0.79307,                0.77306,                0.94514,                0.63716,                0.72036,                 0.3272,                 1.6821,                0.62874,                0.79816,             0.00027642,             0.00027642,             0.00027642
                    117,                 1.8329,                0.79371,                0.76729,                0.93371,                0.64867,                0.72416,                 0.3332,                 1.6861,                0.61067,                 0.8006,             0.00027571,             0.00027571,             0.00027571
                    118,                 1.8148,                0.80198,                 0.7699,                0.92759,                0.64792,                0.71932,                0.31316,                 1.7224,                0.63891,                 0.7986,               0.000275,               0.000275,               0.000275
                    119,                 1.8545,                0.79841,                0.77358,                0.91545,                0.65099,                0.71078,                0.33066,                 1.6675,                0.62521,                0.79813,              0.0002743,              0.0002743,              0.0002743
                    120,                 1.8438,                0.80904,                0.76649,                0.92908,                0.64746,                0.71868,                0.32691,                 1.7036,                 0.6345,                0.79785,             0.00027359,             0.00027359,             0.00027359
                    121,                 1.8874,                0.81673,                0.76402,                0.89877,                 0.6642,                0.71193,                0.31844,                 1.7144,                0.62921,                 0.7957,             0.00027288,             0.00027288,             0.00027288
                    122,                 1.8446,                0.79682,                 0.7691,                0.92135,                0.65666,                0.72276,                0.33632,                 1.6693,                0.61286,                0.79636,             0.00027218,             0.00027218,             0.00027218
                    123,                 1.8344,                0.78516,                 0.7665,                0.91726,                0.63925,                0.70626,                0.30633,                  1.759,                0.63206,                0.79684,             0.00027147,             0.00027147,             0.00027147
                    124,                 1.8408,                0.80327,                 0.7648,                0.91637,                0.63815,                0.70763,                0.32675,                  1.683,                 0.6184,                0.79659,             0.00027076,             0.00027076,             0.00027076
                    125,                 1.8129,                0.77508,                0.76872,                0.89564,                0.64038,                0.70383,                0.32549,                 1.6863,                0.61965,                0.79609,             0.00027006,             0.00027006,             0.00027006
                    126,                 1.8545,                0.80736,                0.76629,                 0.9263,                0.64538,                  0.725,                 0.3319,                 1.6669,                0.61249,                 0.7969,             0.00026935,             0.00026935,             0.00026935
                    127,                 1.8667,                0.80896,                 0.7647,                0.88057,                 0.6302,                0.68176,                0.31291,                  1.707,                0.63325,                0.79846,             0.00026864,             0.00026864,             0.00026864
                    128,                  1.856,                0.78938,                0.75931,                0.92289,                0.64838,                0.71619,                0.32732,                 1.6975,                0.61673,                0.79618,             0.00026794,             0.00026794,             0.00026794
                    129,                 1.8167,                0.78428,                0.76671,                0.91758,                 0.6366,                0.71301,                0.32897,                 1.7016,                0.62711,                0.79578,             0.00026723,             0.00026723,             0.00026723
                    130,                 1.8208,                0.78348,                0.76584,                0.90315,                0.65076,                0.70952,                0.33261,                 1.6695,                0.62289,                0.79546,             0.00026652,             0.00026652,             0.00026652
                    131,                  1.845,                0.78439,                0.77017,                0.92997,                0.65957,                0.72393,                 0.3269,                 1.6766,                0.62129,                0.79557,             0.00026582,             0.00026582,             0.00026582
                    132,                   1.83,                0.77884,                0.76459,                 0.9137,                0.64635,                0.71495,                0.33856,                 1.6404,                0.61816,                0.79459,             0.00026511,             0.00026511,             0.00026511
                    133,                  1.825,                0.78153,                0.76259,                0.89516,                0.64813,                0.70768,                0.31843,                 1.7311,                0.64488,                0.79596,              0.0002644,              0.0002644,              0.0002644
                    134,                 1.8236,                0.77486,                0.76384,                0.91066,                0.64679,                 0.7166,                0.32816,                 1.6742,                0.61813,                0.79395,             0.00026369,             0.00026369,             0.00026369
                    135,                 1.7728,                0.76348,                0.76626,                0.92846,                0.65019,                0.72526,                0.34051,                 1.6445,                 0.6038,                0.79369,             0.00026299,             0.00026299,             0.00026299
                    136,                 1.7855,                0.76304,                0.76625,                0.93258,                0.65805,                0.72839,                0.34005,                 1.6797,                0.60658,                0.79467,             0.00026228,             0.00026228,             0.00026228
                    137,                 1.8113,                0.78258,                0.76147,                0.92311,                0.65537,                0.74071,                0.34138,                  1.653,                0.62644,                0.79362,             0.00026157,             0.00026157,             0.00026157
                    138,                 1.8303,                0.77987,                0.76585,                0.91571,                0.65311,                 0.7288,                 0.3168,                 1.7246,                0.64563,                0.79728,             0.00026087,             0.00026087,             0.00026087
                    139,                 1.8278,                0.77141,                0.76824,                0.94446,                0.64852,                0.74031,                0.34392,                 1.6814,                0.63339,                 0.7963,             0.00026016,             0.00026016,             0.00026016
                    140,                 1.8233,                0.79216,                0.77243,                0.91207,                0.65541,                0.71687,                0.32128,                 1.7027,                 0.6164,                0.79663,             0.00025945,             0.00025945,             0.00025945
                    141,                 1.8124,                0.78106,                0.76892,                0.90193,                 0.6222,                0.69477,                0.30085,                 1.7988,                0.65139,                0.80019,             0.00025875,             0.00025875,             0.00025875
                    142,                 1.8153,                 0.7725,                0.75836,                0.92725,                0.63098,                0.71793,                0.33178,                 1.7205,                0.62558,                0.79748,             0.00025804,             0.00025804,             0.00025804
                    143,                 1.8272,                0.77417,                0.76141,                0.92951,                0.63682,                0.71488,                0.33393,                 1.6553,                0.61502,                0.79532,             0.00025733,             0.00025733,             0.00025733
                    144,                 1.8231,                0.77549,                0.76073,                0.91944,                0.65093,                0.72415,                0.33593,                 1.6561,                0.62286,                0.79224,             0.00025663,             0.00025663,             0.00025663
                    145,                 1.7864,                0.76335,                0.76043,                0.89066,                 0.6477,                0.71631,                 0.3223,                 1.7079,                0.63339,                0.79505,             0.00025592,             0.00025592,             0.00025592
                    146,                 1.7878,                0.75096,                0.76253,                0.90039,                0.65652,                0.71732,                0.32977,                 1.7103,                0.61016,                0.79669,             0.00025521,             0.00025521,             0.00025521
                    147,                 1.7864,                0.75508,                0.75851,                0.92856,                0.61754,                0.71716,                0.31313,                 1.7745,                0.66622,                0.80097,             0.00025451,             0.00025451,             0.00025451
                    148,                 1.8098,                0.75424,                0.75901,                0.91922,                0.65227,                0.72402,                0.32232,                 1.7048,                0.63409,                0.79508,              0.0002538,              0.0002538,              0.0002538
                    149,                 1.8178,                0.77127,                0.76115,                0.93153,                0.64587,                   0.73,                0.34443,                  1.632,                0.60877,                0.79393,             0.00025309,             0.00025309,             0.00025309
                    150,                   1.81,                0.77234,                  0.761,                0.93222,                0.65193,                0.73824,                0.34013,                 1.6767,                0.61484,                 0.7941,             0.00025238,             0.00025238,             0.00025238
                    151,                 1.8002,                0.76761,                0.76404,                0.91289,                 0.6407,                0.71147,                0.31361,                  1.726,                0.62885,                0.79652,             0.00025168,             0.00025168,             0.00025168
                    152,                 1.7923,                0.77815,                0.76512,                0.92807,                0.64867,                0.74291,                0.32758,                 1.7194,                0.63642,                0.79709,             0.00025097,             0.00025097,             0.00025097
                    153,                  1.787,                0.75202,                0.76235,                0.93244,                0.66225,                0.73952,                0.33655,                 1.6768,                0.61461,                0.79325,             0.00025026,             0.00025026,             0.00025026
                    154,                 1.7707,                0.75994,                 0.7624,                0.93546,                0.66776,                0.74162,                0.34574,                 1.6311,                 0.5923,                0.79273,             0.00024956,             0.00024956,             0.00024956
                    155,                 1.7763,                0.75953,                0.76551,                0.94576,                0.65644,                0.74619,                0.34597,                 1.6372,                0.60595,                0.79408,             0.00024885,             0.00024885,             0.00024885
                    156,                 1.7886,                 0.7626,                0.76389,                0.93089,                0.66521,                 0.7541,                 0.3499,                 1.6375,                0.60121,                0.79447,             0.00024814,             0.00024814,             0.00024814
