                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                 1.3288,                0.54144,                0.76252,                0.95346,                 0.6507,                0.80131,                0.45209,                 1.4153,                0.48897,                0.78992,             0.00024744,             0.00024744,             0.00024744
                    158,                 1.3448,                0.54251,                0.75652,                0.94182,                0.66578,                0.79966,                0.45321,                 1.3938,                 0.4848,                 0.7906,             0.00024673,             0.00024673,             0.00024673
                    159,                  1.294,                0.53136,                0.75742,                 0.9594,                 0.6664,                0.81255,                0.47082,                 1.3553,                0.47592,                0.79097,             0.00024602,             0.00024602,             0.00024602
                    160,                 1.3359,                0.54611,                0.75816,                0.94448,                0.66168,                0.79408,                0.44989,                 1.3527,                 0.4929,                0.79127,             0.00024532,             0.00024532,             0.00024532
                    161,                 1.3342,                0.54495,                0.75508,                0.96461,                0.64508,                0.79343,                0.45351,                 1.3914,                 0.4871,                0.79166,             0.00024461,             0.00024461,             0.00024461
                    162,                 1.3252,                 0.5363,                0.75975,                0.95369,                0.64195,                0.78512,                0.44755,                 1.4073,                0.49007,                0.79337,              0.0002439,              0.0002439,              0.0002439
                    163,                 1.3089,                0.52752,                0.75695,                0.95177,                0.66022,                0.80002,                0.44945,                 1.4016,                0.49013,                0.79343,              0.0002432,              0.0002432,              0.0002432
                    164,                 1.3517,                0.55183,                0.75465,                0.94568,                0.65248,                0.77488,                0.42739,                 1.4262,                0.50502,                0.79296,             0.00024249,             0.00024249,             0.00024249
                    165,                 1.3235,                0.53783,                0.75848,                0.93239,                0.64341,                0.77408,                0.43831,                 1.3867,                0.48995,                0.79174,             0.00024178,             0.00024178,             0.00024178
                    166,                 1.3601,                0.54769,                0.75527,                0.94913,                0.65826,                0.77868,                0.43609,                 1.4103,                0.49428,                0.79413,             0.00024107,             0.00024107,             0.00024107
                    167,                 1.3232,                0.54179,                0.75503,                0.96597,                0.65563,                0.78784,                0.44514,                 1.3818,                0.47568,                0.78926,             0.00024037,             0.00024037,             0.00024037
                    168,                  1.325,                0.53992,                0.75627,                0.97562,                0.63924,                0.78657,                0.43695,                 1.4226,                0.49465,                0.79177,             0.00023966,             0.00023966,             0.00023966
                    169,                 1.3181,                0.54082,                0.75511,                0.96361,                0.66193,                0.79951,                0.46257,                 1.3362,                0.48545,                0.79049,             0.00023895,             0.00023895,             0.00023895
                    170,                 1.2779,                0.52594,                0.75773,                0.95265,                0.63398,                0.78202,                0.43238,                 1.4779,                0.51526,                0.79168,             0.00023825,             0.00023825,             0.00023825
                    171,                    1.3,                0.53694,                0.75225,                0.95472,                 0.6591,                0.79475,                0.46128,                 1.3429,                 0.4783,                0.78973,             0.00023754,             0.00023754,             0.00023754
                    172,                    1.3,                0.53031,                 0.7543,                0.93795,                0.66248,                0.78877,                0.43488,                 1.4131,                0.49967,                  0.791,             0.00023683,             0.00023683,             0.00023683
                    173,                 1.3081,                0.53549,                0.75858,                0.97297,                0.64253,                0.81536,                 0.4658,                 1.3574,                 0.4847,                0.78877,             0.00023613,             0.00023613,             0.00023613
                    174,                 1.2879,                 0.5331,                0.75452,                0.95999,                0.66109,                0.80344,                0.46906,                 1.3149,                0.46822,                0.79001,             0.00023542,             0.00023542,             0.00023542
                    175,                 1.3057,                0.53573,                0.75206,                0.95957,                0.63187,                0.78697,                0.45647,                 1.3696,                0.48233,                0.79043,             0.00023471,             0.00023471,             0.00023471
                    176,                 1.2675,                 0.5162,                0.75836,                0.93413,                0.63706,                0.77436,                0.45353,                 1.3055,                0.49367,                0.78934,             0.00023401,             0.00023401,             0.00023401
                    177,                 1.2992,                0.53955,                0.75211,                0.96687,                 0.6527,                0.80984,                0.46106,                 1.3596,                0.48366,                0.79123,              0.0002333,              0.0002333,              0.0002333
                    178,                 1.2913,                0.52929,                0.75483,                0.96046,                0.66389,                0.79693,                0.44106,                  1.407,                0.49303,                0.79256,             0.00023259,             0.00023259,             0.00023259
                    179,                 1.2797,                0.52714,                 0.7545,                0.95062,                0.65866,                0.79849,                 0.4619,                 1.3375,                 0.4753,                0.79103,             0.00023189,             0.00023189,             0.00023189
                    180,                 1.2748,                0.53008,                0.75637,                0.91536,                0.66666,                0.79619,                0.46328,                 1.3205,                0.48139,                0.79205,             0.00023118,             0.00023118,             0.00023118
                    181,                 1.2806,                 0.5283,                0.75238,                0.96282,                0.66056,                0.80298,                0.47956,                 1.2892,                0.46258,                0.79013,             0.00023047,             0.00023047,             0.00023047
                    182,                 1.2621,                0.52141,                0.75215,                0.97332,                0.65468,                0.80762,                0.47197,                 1.3494,                0.47508,                0.78976,             0.00022977,             0.00022977,             0.00022977
                    183,                 1.3038,                0.53803,                0.75089,                0.96489,                 0.6579,                0.80133,                0.46215,                 1.3667,                0.46846,                0.79066,             0.00022906,             0.00022906,             0.00022906
                    184,                  1.272,                0.51645,                0.75904,                 0.9628,                0.65911,                0.80829,                0.47458,                 1.3432,                0.47223,                0.79087,             0.00022835,             0.00022835,             0.00022835
                    185,                 1.2427,                 0.5119,                0.75079,                0.96726,                0.66334,                0.80629,                0.46435,                 1.3456,                0.47034,                0.79037,             0.00022764,             0.00022764,             0.00022764
                    186,                  1.266,                0.51396,                0.75472,                0.95438,                0.65718,                0.79603,                0.47034,                 1.3163,                0.46243,                0.79008,             0.00022694,             0.00022694,             0.00022694
                    187,                 1.2252,                0.50243,                0.75032,                0.96733,                0.66432,                0.81253,                0.47442,                 1.3265,                0.46017,                0.78839,             0.00022623,             0.00022623,             0.00022623
                    188,                 1.2701,                0.51699,                0.75277,                0.95876,                0.65398,                0.79576,                0.45371,                 1.4162,                0.48682,                0.79005,             0.00022552,             0.00022552,             0.00022552
                    189,                 1.2515,                0.50321,                0.75596,                0.96868,                0.65358,                0.79791,                0.47058,                 1.3136,                0.45935,                0.79169,             0.00022482,             0.00022482,             0.00022482
                    190,                 1.2356,                0.51034,                0.74854,                  0.972,                0.66676,                0.81171,                0.47326,                 1.2974,                0.46614,                0.79158,             0.00022411,             0.00022411,             0.00022411
                    191,                 1.2259,                0.49399,                0.75871,                0.97708,                0.65411,                0.81356,                0.46324,                 1.3506,                0.47564,                0.78935,              0.0002234,              0.0002234,              0.0002234
                    192,                 1.2261,                 0.5056,                0.74866,                0.97762,                0.65163,                0.81268,                0.46658,                 1.3609,                0.48864,                0.79063,              0.0002227,              0.0002227,              0.0002227
                    193,                 1.2357,                0.50942,                0.75296,                0.96536,                0.67328,                0.80477,                0.48271,                 1.2667,                0.45952,                0.78967,             0.00022199,             0.00022199,             0.00022199
                    194,                 1.2353,                0.51277,                 0.7563,                0.96741,                0.66222,                0.81673,                0.48866,                 1.2503,                0.44696,                0.78921,             0.00022128,             0.00022128,             0.00022128
                    195,                 1.2136,                 0.4978,                0.75342,                 0.9698,                0.64163,                0.81223,                0.48538,                 1.2689,                0.44929,                0.78953,             0.00022058,             0.00022058,             0.00022058
                    196,                 1.2168,                0.50285,                  0.752,                0.97752,                 0.6451,                0.81451,                0.48501,                 1.3044,                0.45865,                 0.7923,             0.00021987,             0.00021987,             0.00021987
                    197,                 1.2351,                0.49602,                0.75672,                0.96669,                0.65107,                0.80225,                0.47099,                 1.3399,                0.46909,                0.78906,             0.00021916,             0.00021916,             0.00021916
                    198,                  1.208,                0.49609,                0.75581,                0.96814,                0.65519,                0.80736,                0.48214,                 1.2738,                  0.447,                0.78695,             0.00021846,             0.00021846,             0.00021846
                    199,                 1.2006,                0.49252,                 0.7453,                0.97647,                0.64948,                0.81058,                0.48105,                 1.2741,                0.44756,                0.78863,             0.00021775,             0.00021775,             0.00021775
                    200,                 1.2022,                0.49458,                0.75651,                0.97979,                0.65385,                 0.8113,                0.49432,                 1.2323,                0.43872,                0.78913,             0.00021704,             0.00021704,             0.00021704
                    201,                 1.1933,                0.49454,                0.75677,                0.98966,                0.65033,                0.82398,                0.49183,                 1.2986,                0.45476,                0.79087,             0.00021633,             0.00021633,             0.00021633
                    202,                 1.2099,                0.50062,                0.75261,                0.98554,                0.66546,                0.83003,                0.49377,                 1.2697,                0.44033,                0.79022,             0.00021563,             0.00021563,             0.00021563
                    203,                 1.2208,                0.50629,                0.75111,                0.94822,                0.66174,                0.80133,                0.47472,                  1.292,                0.46585,                0.79033,             0.00021492,             0.00021492,             0.00021492
                    204,                  1.253,                0.51852,                0.74601,                0.94153,                0.67005,                 0.7956,                0.46975,                 1.2911,                0.46677,                0.78978,             0.00021421,             0.00021421,             0.00021421
                    205,                  1.229,                0.50949,                0.75103,                0.95642,                 0.6575,                 0.8109,                0.46264,                 1.3718,                0.47306,                0.79019,             0.00021351,             0.00021351,             0.00021351
                    206,                 1.2301,                0.50512,                0.75175,                 0.9727,                0.65381,                0.81847,                0.47501,                 1.3096,                0.46538,                0.78872,              0.0002128,              0.0002128,              0.0002128
                    207,                 1.2098,                0.48745,                0.75873,                0.96348,                0.66203,                0.81087,                0.46905,                 1.3532,                0.46601,                0.79271,             0.00021209,             0.00021209,             0.00021209
                    208,                  1.189,                0.48811,                0.75429,                0.97972,                 0.6337,                0.80473,                0.46832,                  1.335,                0.46284,                0.78968,             0.00021139,             0.00021139,             0.00021139
                    209,                 1.1693,                0.48921,                  0.751,                0.98029,                 0.6469,                0.81169,                0.50842,                  1.208,                0.43773,                0.78704,             0.00021068,             0.00021068,             0.00021068
                    210,                 1.1647,                0.48564,                0.75416,                0.96856,                0.65999,                0.81516,                0.50519,                 1.2147,                0.42977,                0.78691,             0.00020997,             0.00020997,             0.00020997
                    211,                 1.1742,                0.48617,                0.75432,                0.96088,                0.64926,                0.79573,                0.49762,                 1.2145,                0.43115,                0.78703,             0.00020927,             0.00020927,             0.00020927
                    212,                  1.192,                 0.4901,                0.75315,                0.96755,                0.64533,                0.78379,                 0.4708,                 1.2892,                0.44766,                0.79029,             0.00020856,             0.00020856,             0.00020856
                    213,                 1.2089,                 0.4932,                0.74827,                0.95699,                0.65301,                0.79663,                 0.4803,                 1.2836,                0.44152,                0.79031,             0.00020785,             0.00020785,             0.00020785
                    214,                 1.2241,                0.49463,                 0.7539,                0.93991,                0.66043,                0.79389,                0.48021,                 1.2522,                 0.4562,                0.79003,             0.00020715,             0.00020715,             0.00020715
                    215,                 1.2289,                0.50319,                0.74846,                0.94595,                0.63945,                0.79855,                0.48775,                 1.2368,                 0.4361,                 0.7905,             0.00020644,             0.00020644,             0.00020644
                    216,                 1.1882,                0.48306,                0.75274,                0.97227,                0.62924,                0.80311,                0.47128,                 1.3443,                0.45883,                0.78883,             0.00020573,             0.00020573,             0.00020573
                    217,                  1.165,                0.47164,                 0.7454,                0.95882,                0.65111,                0.81438,                0.49183,                 1.3086,                0.45233,                0.78988,             0.00020503,             0.00020503,             0.00020503
                    218,                 1.1474,                0.46922,                 0.7513,                 0.9643,                0.66683,                0.82559,                0.51627,                 1.2061,                0.42292,                0.78942,             0.00020432,             0.00020432,             0.00020432
                    219,                 1.1545,                0.48129,                0.75248,                0.96397,                0.67042,                0.82331,                0.51162,                 1.2555,                0.43531,                 0.7891,             0.00020361,             0.00020361,             0.00020361
                    220,                 1.1555,                0.47839,                0.75122,                0.98078,                0.65509,                0.82755,                0.49681,                 1.3118,                0.45335,                0.78979,              0.0002029,              0.0002029,              0.0002029
                    221,                 1.1476,                 0.4749,                0.74907,                0.97104,                0.65367,                0.82001,                0.51094,                 1.2216,                 0.4277,                0.78838,              0.0002022,              0.0002022,              0.0002022
                    222,                 1.1649,                0.48389,                 0.7452,                0.96066,                0.65471,                0.81472,                0.50519,                 1.2263,                0.43656,                0.78996,             0.00020149,             0.00020149,             0.00020149
                    223,                 1.1434,                0.46691,                0.75106,                0.95584,                0.65526,                0.81041,                 0.4947,                 1.2527,                0.44259,                0.79143,             0.00020078,             0.00020078,             0.00020078
                    224,                  1.164,                  0.477,                 0.7505,                0.96668,                0.64674,                0.81556,                0.50236,                 1.2421,                0.44304,                0.78837,             0.00020008,             0.00020008,             0.00020008
                    225,                 1.1667,                0.47862,                0.75437,                0.97326,                0.65087,                0.82325,                0.50332,                 1.2547,                0.44294,                0.78997,             0.00019937,             0.00019937,             0.00019937
                    226,                 1.1823,                0.48683,                0.75145,                0.97275,                0.65766,                0.82563,                 0.4958,                 1.2715,                0.44033,                0.78963,             0.00019866,             0.00019866,             0.00019866
                    227,                 1.1582,                0.48394,                0.75021,                0.96863,                0.66249,                 0.8174,                0.49262,                 1.2531,                0.44677,                0.78756,             0.00019796,             0.00019796,             0.00019796
                    228,                 1.1631,                0.47487,                0.75347,                  0.966,                0.64519,                0.80733,                0.48828,                 1.2657,                0.45146,                0.78843,             0.00019725,             0.00019725,             0.00019725
                    229,                 1.1339,                  0.473,                0.74744,                0.96679,                0.65087,                0.80182,                0.48212,                 1.2733,                0.46031,                0.78806,             0.00019654,             0.00019654,             0.00019654
                    230,                 1.1342,                 0.4611,                0.74982,                0.97043,                0.64399,                0.81054,                0.49029,                 1.2939,                0.44766,                0.78775,             0.00019584,             0.00019584,             0.00019584
                    231,                 1.1365,                0.47165,                0.75059,                0.96282,                0.66402,                0.81311,                0.50011,                 1.2113,                0.44034,                0.78732,             0.00019513,             0.00019513,             0.00019513
                    232,                 1.1632,                0.47977,                0.75006,                0.97136,                0.65379,                0.81943,                0.49451,                  1.262,                0.44474,                0.79077,             0.00019442,             0.00019442,             0.00019442
                    233,                 1.1407,                0.47267,                0.74886,                0.97079,                0.65048,                0.81279,                0.50594,                 1.2187,                0.43234,                0.78724,             0.00019372,             0.00019372,             0.00019372
                    234,                   1.12,                 0.4705,                0.75229,                0.97223,                0.64289,                0.80927,                0.50479,                 1.2302,                0.42395,                0.78766,             0.00019301,             0.00019301,             0.00019301
                    235,                 1.1387,                0.47972,                0.74724,                0.98144,                0.65635,                0.82249,                0.51143,                  1.226,                 0.4327,                0.79016,              0.0001923,              0.0001923,              0.0001923
                    236,                 1.1725,                0.48369,                0.74745,                0.96892,                0.62654,                0.80116,                0.47215,                 1.3696,                0.46744,                0.79383,             0.00019159,             0.00019159,             0.00019159
                    237,                 1.1805,                0.48921,                 0.7479,                0.96924,                0.65393,                  0.781,                0.47987,                 1.2408,                0.44685,                0.78977,             0.00019089,             0.00019089,             0.00019089
                    238,                 1.1672,                0.47896,                0.75625,                 0.9751,                0.65798,                0.81261,                0.49632,                  1.233,                0.43911,                 0.7897,             0.00019018,             0.00019018,             0.00019018
                    239,                 1.1462,                0.47785,                0.75192,                0.97576,                 0.6542,                0.80767,                0.48781,                 1.2905,                0.44678,                0.79307,             0.00018947,             0.00018947,             0.00018947
                    240,                 1.1635,                0.48169,                0.75196,                0.97532,                0.64092,                0.79323,                0.48612,                 1.2718,                0.44849,                0.78925,             0.00018877,             0.00018877,             0.00018877
                    241,                 1.1305,                0.47156,                0.75101,                0.97647,                0.64767,                0.80528,                0.51163,                 1.1935,                0.42957,                 0.7877,             0.00018806,             0.00018806,             0.00018806
                    242,                 1.1399,                0.47744,                 0.7505,                0.97965,                0.63719,                0.79961,                0.49163,                 1.2737,                0.43924,                0.79027,             0.00018735,             0.00018735,             0.00018735
                    243,                 1.1033,                0.46263,                 0.7475,                0.96652,                0.65152,                0.79169,                0.49089,                 1.2297,                0.43784,                0.78941,             0.00018665,             0.00018665,             0.00018665
                    244,                 1.1309,                 0.4628,                0.74563,                0.95607,                0.64054,                 0.7695,                0.47343,                 1.2254,                0.46131,                0.79012,             0.00018594,             0.00018594,             0.00018594
                    245,                 1.1235,                0.46407,                0.75334,                0.96439,                0.64145,                0.78268,                0.49249,                 1.2074,                0.44536,                0.78921,             0.00018523,             0.00018523,             0.00018523
                    246,                 1.1374,                0.47327,                0.75113,                 0.9698,                0.63443,                0.77895,                0.48176,                 1.2209,                0.45411,                0.78806,             0.00018453,             0.00018453,             0.00018453
                    247,                 1.1263,                0.46554,                0.75037,                0.96365,                0.64793,                0.79701,                0.48967,                 1.2476,                0.45248,                0.78765,             0.00018382,             0.00018382,             0.00018382
                    248,                 1.1427,                0.47271,                0.74987,                0.97932,                0.65153,                0.82114,                0.51627,                 1.1954,                0.43376,                0.78756,             0.00018311,             0.00018311,             0.00018311
                    249,                 1.1344,                0.46554,                0.74614,                0.97165,                0.64012,                0.79831,                0.48856,                  1.239,                0.44096,                0.78833,             0.00018241,             0.00018241,             0.00018241
                    250,                 1.1648,                0.48604,                0.74827,                0.97318,                0.63652,                0.78457,                0.47625,                 1.2798,                0.44947,                0.78899,              0.0001817,              0.0001817,              0.0001817
                    251,                  1.139,                0.47147,                0.74662,                0.96824,                0.64826,                0.79181,                0.50288,                 1.1606,                0.42857,                0.78685,             0.00018099,             0.00018099,             0.00018099
                    252,                 1.1294,                0.47344,                0.74702,                0.96508,                0.64455,                0.78481,                0.48004,                 1.2634,                 0.4482,                0.79256,             0.00018028,             0.00018028,             0.00018028
                    253,                 1.0823,                 0.4474,                0.74934,                0.95452,                 0.6312,                0.77071,                0.47554,                 1.2961,                0.45856,                0.79142,             0.00017958,             0.00017958,             0.00017958
                    254,                 1.0855,                0.45728,                0.75236,                0.98349,                0.64981,                0.80654,                0.51414,                 1.1642,                0.42075,                0.78582,             0.00017887,             0.00017887,             0.00017887
                    255,                 1.1006,                0.45704,                0.75071,                0.98016,                0.63845,                0.80794,                0.51465,                 1.1811,                0.42672,                0.78806,             0.00017816,             0.00017816,             0.00017816
                    256,                 1.0855,                0.45703,                0.74519,                0.98217,                0.63097,                0.80118,                0.49843,                 1.2464,                0.45083,                0.79087,             0.00017746,             0.00017746,             0.00017746
                    257,                 1.0967,                0.45529,                0.75105,                0.97433,                0.64638,                0.81514,                0.51424,                 1.2068,                0.44147,                0.78606,             0.00017675,             0.00017675,             0.00017675
                    258,                 1.1129,                0.45606,                0.75487,                0.97631,                0.63129,                0.81224,                 0.5071,                 1.1988,                0.43065,                0.78948,             0.00017604,             0.00017604,             0.00017604
                    259,                  1.077,                0.45013,                0.75126,                0.97222,                0.65409,                0.81251,                 0.5117,                 1.1901,                0.43651,                0.78912,             0.00017534,             0.00017534,             0.00017534
                    260,                 1.0778,                0.44417,                0.74716,                0.98012,                0.64501,                0.80534,                0.51135,                 1.1769,                0.43444,                0.78644,             0.00017463,             0.00017463,             0.00017463
                    261,                 1.0768,                0.45018,                0.74876,                0.96909,                0.65044,                0.80848,                0.49771,                 1.2351,                0.44972,                0.79087,             0.00017392,             0.00017392,             0.00017392
                    262,                 1.0771,                0.44481,                0.74902,                0.97484,                0.64718,                0.81289,                0.51535,                 1.1867,                0.42751,                0.78924,             0.00017322,             0.00017322,             0.00017322
                    263,                 1.0756,                 0.4472,                0.74367,                0.98002,                0.65435,                0.82044,                0.52218,                 1.1969,                0.42831,                0.78747,             0.00017251,             0.00017251,             0.00017251
                    264,                 1.0466,                0.43472,                0.75018,                0.98698,                 0.6466,                0.82331,                0.51537,                 1.1922,                 0.4251,                0.78818,              0.0001718,              0.0001718,              0.0001718
                    265,                 1.0872,                0.45291,                0.74612,                0.98251,                 0.6396,                 0.8109,                0.49999,                 1.2403,                0.43432,                0.78895,              0.0001711,              0.0001711,              0.0001711
                    266,                 1.0868,                 0.4529,                0.75045,                0.98143,                0.64824,                0.80551,                0.50796,                 1.1549,                0.42441,                0.78516,             0.00017039,             0.00017039,             0.00017039
                    267,                 1.0806,                0.45589,                0.75045,                0.96622,                0.64192,                0.78767,                0.50277,                 1.1631,                0.42594,                0.78619,             0.00016968,             0.00016968,             0.00016968
                    268,                 1.0833,                0.45267,                0.75156,                0.96885,                0.65363,                0.80574,                0.51119,                 1.1687,                0.43212,                0.78839,             0.00016898,             0.00016898,             0.00016898
                    269,                 1.0658,                0.45029,                0.74583,                0.96969,                0.64774,                0.80959,                0.50734,                 1.1871,                 0.4372,                0.78794,             0.00016827,             0.00016827,             0.00016827
                    270,                 1.0513,                0.43712,                0.74846,                0.97685,                0.64466,                 0.8133,                0.50235,                 1.2072,                0.43075,                0.78883,             0.00016756,             0.00016756,             0.00016756
                    271,                 1.0762,                0.45456,                0.74955,                0.97433,                0.63235,                0.80573,                0.51068,                  1.176,                0.42901,                0.78724,             0.00016685,             0.00016685,             0.00016685
                    272,                 1.1057,                0.46116,                0.75025,                0.97989,                0.63836,                0.81223,                0.50919,                 1.2163,                0.43769,                 0.7894,             0.00016615,             0.00016615,             0.00016615
                    273,                 1.0601,                0.44339,                0.75009,                0.97915,                0.63638,                0.81685,                0.51939,                 1.1597,                  0.419,                0.78871,             0.00016544,             0.00016544,             0.00016544
                    274,                 1.0539,                0.43771,                0.75343,                 0.9803,                0.63556,                0.81559,                0.50995,                 1.1878,                0.43186,                0.78804,             0.00016473,             0.00016473,             0.00016473
                    275,                 1.0562,                0.44324,                0.74871,                0.97613,                0.64244,                 0.8061,                0.50742,                 1.1627,                0.42088,                0.78684,             0.00016403,             0.00016403,             0.00016403
                    276,                 1.0744,                0.45856,                0.74981,                0.97128,                0.63387,                 0.8028,                0.49142,                 1.2577,                0.44389,                0.78807,             0.00016332,             0.00016332,             0.00016332
                    277,                 1.0865,                0.45905,                0.74501,                0.97235,                0.63363,                0.81099,                0.50169,                 1.2443,                0.43409,                0.79051,             0.00016261,             0.00016261,             0.00016261
                    278,                  1.095,                0.45064,                0.74738,                0.98173,                0.63092,                0.80083,                0.51017,                 1.1857,                 0.4302,                0.79152,             0.00016191,             0.00016191,             0.00016191
                    279,                 1.0734,                0.45596,                0.74875,                0.97382,                0.63887,                0.80167,                0.50092,                   1.25,                0.44302,                0.79137,              0.0001612,              0.0001612,              0.0001612
                    280,                 1.0914,                0.46054,                0.74464,                0.94548,                0.64154,                0.78411,                0.48684,                 1.2118,                0.43849,                0.79007,             0.00016049,             0.00016049,             0.00016049
                    281,                 1.0593,                 0.4477,                0.74622,                0.97088,                0.64599,                0.81214,                0.51293,                 1.1807,                 0.4272,                0.78883,             0.00015979,             0.00015979,             0.00015979
                    282,                 1.0539,                0.43735,                0.74663,                0.97195,                0.64741,                0.80922,                0.51498,                 1.1473,                0.41375,                0.78802,             0.00015908,             0.00015908,             0.00015908
                    283,                 1.0611,                 0.4467,                0.74781,                0.96578,                0.64637,                0.80401,                0.50427,                 1.1726,                 0.4175,                0.78954,             0.00015837,             0.00015837,             0.00015837
                    284,                 1.0407,                0.43684,                0.74682,                0.97461,                0.63625,                 0.8109,                0.51227,                 1.1779,                0.41591,                0.79157,             0.00015767,             0.00015767,             0.00015767
                    285,                0.99837,                0.42386,                0.74705,                0.98272,                0.65123,                 0.8189,                0.53298,                 1.1151,                0.40819,                0.78752,             0.00015696,             0.00015696,             0.00015696
                    286,                 1.0294,                0.43087,                0.74542,                0.98119,                0.64625,                0.80229,                0.50613,                 1.1937,                 0.4318,                0.78952,             0.00015625,             0.00015625,             0.00015625
                    287,                 1.0421,                0.43636,                0.74633,                0.96848,                0.65495,                0.79015,                0.49807,                 1.1703,                0.42862,                0.78976,             0.00015554,             0.00015554,             0.00015554
                    288,                 1.0477,                0.44851,                0.74591,                 0.9588,                0.63752,                 0.7911,                0.49998,                 1.1846,                0.42588,                0.78958,             0.00015484,             0.00015484,             0.00015484
                    289,                 1.0651,                 0.4535,                 0.7429,                 0.9818,                0.63317,                0.81242,                0.50572,                 1.2298,                0.43902,                0.79133,             0.00015413,             0.00015413,             0.00015413
                    290,                 1.0576,                0.44502,                 0.7479,                0.97957,                0.63597,                0.81643,                0.51011,                 1.2086,                0.42782,                0.78759,             0.00015342,             0.00015342,             0.00015342
                    291,                 1.0391,                 0.4435,                0.74438,                0.97543,                0.64983,                0.81194,                0.51763,                 1.1589,                0.41369,                0.78891,             0.00015272,             0.00015272,             0.00015272
                    292,                 1.0096,                0.42964,                0.74665,                0.97567,                0.64574,                0.81063,                  0.518,                 1.1553,                0.42204,                0.78751,             0.00015201,             0.00015201,             0.00015201
                    293,                 1.0274,                0.43824,                 0.7465,                 0.9748,                0.64724,                0.81321,                0.52336,                 1.1687,                0.42526,                0.78719,              0.0001513,              0.0001513,              0.0001513
                    294,                 1.0604,                0.44505,                0.74507,                0.97955,                0.63132,                0.81445,                0.51788,                 1.2124,                0.43259,                0.78836,              0.0001506,              0.0001506,              0.0001506
                    295,                 1.0184,                0.42418,                0.74953,                0.96842,                0.62361,                0.79834,                0.49725,                  1.227,                0.43275,                0.79143,             0.00014989,             0.00014989,             0.00014989
                    296,                 1.0191,                0.43917,                0.75216,                0.97826,                0.63836,                0.80497,                0.50755,                 1.1758,                0.42996,                0.78897,             0.00014918,             0.00014918,             0.00014918
                    297,                 1.0469,                0.45411,                0.74127,                0.97449,                0.63527,                0.79423,                0.50692,                 1.1648,                0.41755,                0.78743,             0.00014848,             0.00014848,             0.00014848
                    298,                  1.075,                0.45261,                 0.7475,                0.96842,                0.62606,                0.78711,                0.49116,                 1.2231,                0.43856,                0.78945,             0.00014777,             0.00014777,             0.00014777
                    299,                 1.1118,                0.46515,                0.75001,                0.96726,                0.64124,                0.80112,                0.51479,                 1.1533,                0.41969,                0.78747,             0.00014706,             0.00014706,             0.00014706
                    300,                 1.0533,                0.44256,                0.74897,                0.95071,                0.64909,                0.79264,                0.49146,                 1.2228,                0.43544,                0.78952,             0.00014636,             0.00014636,             0.00014636
                    301,                  1.035,                0.43712,                0.74603,                 0.9576,                0.64662,                0.79461,                0.50517,                 1.1522,                0.42237,                0.78694,             0.00014565,             0.00014565,             0.00014565
                    302,                0.99254,                0.42245,                0.75102,                0.97533,                0.63551,                0.79952,                0.51104,                 1.1754,                0.42191,                0.78608,             0.00014494,             0.00014494,             0.00014494
                    303,                0.99572,                0.42004,                 0.7457,                0.98154,                0.62999,                0.79539,                0.51684,                 1.1577,                0.41045,                0.78707,             0.00014424,             0.00014424,             0.00014424
                    304,                 1.0249,                0.43823,                0.74099,                0.97899,                0.63664,                0.79638,                0.50925,                 1.1841,                0.42248,                0.78716,             0.00014353,             0.00014353,             0.00014353
                    305,                 1.0029,                0.42165,                0.74718,                0.97836,                0.64581,                0.79799,                0.51148,                 1.1518,                0.41354,                0.78801,             0.00014282,             0.00014282,             0.00014282
                    306,                 1.0253,                0.43232,                0.74086,                0.98156,                 0.6489,                0.81002,                0.52095,                 1.1474,                0.41193,                0.78899,             0.00014211,             0.00014211,             0.00014211
                    307,                0.99351,                 0.4174,                0.74724,                0.98068,                0.64573,                0.81357,                0.53316,                  1.119,                0.40692,                0.78818,             0.00014141,             0.00014141,             0.00014141
                    308,                  1.012,                0.42887,                0.74746,                0.97456,                0.63469,                0.80657,                0.52467,                 1.1164,                0.41034,                0.78797,              0.0001407,              0.0001407,              0.0001407
                    309,                 1.0217,                0.42866,                0.74139,                0.97794,                 0.6374,                0.80587,                0.51825,                 1.1895,                0.42528,                0.78804,             0.00013999,             0.00013999,             0.00013999
                    310,                0.99599,                0.41434,                0.75512,                0.97802,                0.63997,                0.81544,                0.53317,                 1.1271,                0.41215,                0.78583,             0.00013929,             0.00013929,             0.00013929
                    311,                0.99742,                0.42274,                0.74685,                0.97774,                0.64119,                0.81589,                0.53399,                 1.1216,                0.41109,                0.78766,             0.00013858,             0.00013858,             0.00013858
                    312,                 0.9808,                0.40982,                0.74671,                0.97834,                 0.6407,                0.80192,                0.52734,                 1.0999,                 0.4058,                0.78659,             0.00013787,             0.00013787,             0.00013787
                    313,                0.97755,                0.41405,                0.74791,                0.98768,                 0.6343,                0.80949,                0.52784,                 1.1258,                 0.4139,                0.78541,             0.00013717,             0.00013717,             0.00013717
                    314,                 1.0061,                0.41576,                0.74215,                0.98571,                0.64468,                0.80326,                0.52627,                 1.1191,                0.40923,                 0.7858,             0.00013646,             0.00013646,             0.00013646
