                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 1.9349,                0.87633,                0.78904,                 0.8698,                0.60258,                0.65092,                 0.2873,                 1.8194,                0.67033,                0.81418,             0.00034993,             0.00034993,             0.00034993
                     13,                 1.9486,                0.87056,                0.78944,                0.89697,                0.61201,                0.67732,                0.30463,                 1.7744,                0.70721,                0.80742,             0.00034922,             0.00034922,             0.00034922
                     14,                 1.9154,                0.85298,                0.78546,                0.92779,                0.61339,                0.67527,                0.29664,                 1.7851,                0.68194,                0.81326,             0.00034852,             0.00034852,             0.00034852
                     15,                 1.9016,                0.86528,                0.78155,                0.91747,                0.61045,                0.67058,                0.29841,                 1.7393,                0.64422,                0.80776,             0.00034781,             0.00034781,             0.00034781
                     16,                  1.862,                0.82371,                0.78428,                0.86931,                0.61141,                0.67325,                0.30733,                 1.7204,                0.70238,                0.80741,              0.0003471,              0.0003471,              0.0003471
                     17,                 1.8591,                0.80529,                0.78235,                 0.8979,                0.60793,                0.67812,                0.30285,                 1.7799,                 0.6513,                0.80783,              0.0003464,              0.0003464,              0.0003464
                     18,                 1.8556,                0.81919,                0.78766,                0.92006,                0.54944,                0.66834,                0.28989,                 1.8367,                0.78358,                0.81315,             0.00034569,             0.00034569,             0.00034569
                     19,                 1.8596,                0.81007,                 0.7812,                0.90196,                0.60636,                0.67591,                 0.2995,                 1.7615,                0.66713,                0.80803,             0.00034498,             0.00034498,             0.00034498
                     20,                 1.8688,                 0.8028,                 0.7762,                0.90369,                0.60082,                0.67687,                0.27792,                  1.862,                0.74144,                0.80477,             0.00034428,             0.00034428,             0.00034428
                     21,                 1.8872,                0.82178,                0.77852,                0.90995,                0.61068,                0.68867,                0.31142,                 1.7433,                0.64897,                0.80411,             0.00034357,             0.00034357,             0.00034357
                     22,                 1.8171,                0.77547,                0.78196,                0.93009,                0.64303,                0.71714,                0.32388,                  1.711,                0.61634,                0.80492,             0.00034286,             0.00034286,             0.00034286
                     23,                 1.8034,                0.76469,                0.77843,                0.91829,                0.63778,                0.70602,                0.32466,                 1.6929,                0.63809,                0.80643,             0.00034216,             0.00034216,             0.00034216
                     24,                 1.7976,                0.76789,                0.77562,                 0.9154,                0.62245,                0.70202,                0.31459,                 1.7209,                0.64059,                0.80462,             0.00034145,             0.00034145,             0.00034145
                     25,                 1.8045,                0.75455,                0.78071,                0.91734,                0.66304,                0.71102,                 0.3311,                 1.6715,                0.61652,                 0.8018,             0.00034074,             0.00034074,             0.00034074
                     26,                 1.7635,                0.74552,                0.77931,                0.93242,                0.63196,                  0.707,                0.32908,                 1.6595,                0.60868,                0.79869,             0.00034004,             0.00034004,             0.00034004
                     27,                 1.7866,                 0.7669,                0.77487,                0.90942,                0.65263,                0.70722,                0.31644,                 1.7122,                0.64491,                0.80292,             0.00033933,             0.00033933,             0.00033933
                     28,                 1.7568,                0.75574,                0.77526,                0.93193,                0.62193,                0.71448,                 0.3142,                 1.7495,                0.63546,                0.80583,             0.00033862,             0.00033862,             0.00033862
                     29,                 1.7511,                0.74755,                 0.7819,                0.92409,                0.64147,                0.71072,                0.29288,                 1.8362,                0.65643,                0.80921,             0.00033791,             0.00033791,             0.00033791
                     30,                 1.7697,                0.74716,                0.77461,                0.93291,                0.60683,                0.71077,                0.31835,                 1.7172,                0.62372,                0.80162,             0.00033721,             0.00033721,             0.00033721
                     31,                 1.7409,                0.73006,                0.77277,                0.93075,                0.59542,                0.69974,                0.32848,                 1.7098,                0.61645,                0.80487,              0.0003365,              0.0003365,              0.0003365
                     32,                 1.7294,                0.73229,                0.77608,                0.93059,                0.65143,                0.73359,                0.35257,                 1.6082,                0.56942,                0.80101,             0.00033579,             0.00033579,             0.00033579
                     33,                 1.7011,                0.69761,                0.77962,                0.93901,                0.61829,                0.72987,                0.35147,                 1.6396,                0.61749,                0.80026,             0.00033509,             0.00033509,             0.00033509
                     34,                 1.7006,                0.71184,                0.77874,                0.93688,                0.63874,                0.71507,                 0.3492,                 1.6332,                0.59669,                0.80109,             0.00033438,             0.00033438,             0.00033438
                     35,                 1.7493,                0.74245,                 0.7729,                0.91235,                 0.6137,                0.70804,                0.33265,                 1.7108,                0.65666,                0.81072,             0.00033367,             0.00033367,             0.00033367
                     36,                 1.7321,                0.73396,                0.77717,                0.93215,                0.64392,                0.72867,                0.33807,                 1.6765,                0.60593,                0.80278,             0.00033297,             0.00033297,             0.00033297
                     37,                 1.7382,                 0.7376,                0.77255,                 0.9294,                0.62191,                0.70915,                0.30973,                 1.7822,                0.61956,                0.80283,             0.00033226,             0.00033226,             0.00033226
                     38,                 1.7239,                0.71414,                0.77515,                0.93652,                0.65702,                0.72901,                0.35543,                 1.5745,                0.57543,                0.79776,             0.00033155,             0.00033155,             0.00033155
                     39,                 1.7209,                0.71447,                0.77268,                0.92689,                  0.645,                0.72914,                0.35179,                 1.6242,                0.58961,                0.80226,             0.00033085,             0.00033085,             0.00033085
                     40,                 1.7167,                0.71666,                0.77637,                0.90357,                0.60644,                0.71069,                0.33156,                 1.7072,                0.65563,                0.80232,             0.00033014,             0.00033014,             0.00033014
                     41,                 1.7376,                0.72716,                0.77519,                0.90518,                0.63225,                0.69723,                0.32705,                 1.6752,                0.59547,                0.80388,             0.00032943,             0.00032943,             0.00032943
                     42,                 1.7367,                 0.7159,                0.77528,                0.91412,                0.63173,                0.71262,                0.33898,                 1.6636,                0.60243,                0.80302,             0.00032873,             0.00032873,             0.00032873
                     43,                 1.7197,                0.70804,                0.77085,                 0.9407,                0.62882,                0.71475,                0.32588,                  1.719,                0.60448,                0.80068,             0.00032802,             0.00032802,             0.00032802
                     44,                  1.736,                0.71456,                0.77555,                0.92482,                0.61593,                 0.7302,                0.34431,                 1.7063,                0.69106,                0.80268,             0.00032731,             0.00032731,             0.00032731
                     45,                 1.6762,                0.69714,                0.77066,                0.93361,                  0.635,                 0.7363,                0.35142,                 1.6611,                0.58192,                 0.8021,             0.00032661,             0.00032661,             0.00032661
                     46,                 1.6703,                0.69177,                 0.7723,                0.91907,                 0.6684,                0.72677,                0.36395,                 1.5741,                 0.5753,                0.79801,              0.0003259,              0.0003259,              0.0003259
                     47,                 1.6647,                0.69183,                0.77414,                0.94339,                0.59991,                0.71083,                  0.328,                 1.6982,                0.65985,                 0.8076,             0.00032519,             0.00032519,             0.00032519
                     48,                 1.6787,                0.68026,                0.77178,                0.93766,                0.62447,                0.72707,                0.34288,                 1.6864,                0.60902,                0.80453,             0.00032448,             0.00032448,             0.00032448
                     49,                 1.6657,                0.67939,                0.76635,                0.94263,                0.62685,                0.72573,                0.34204,                 1.6706,                0.60713,                 0.8018,             0.00032378,             0.00032378,             0.00032378
                     50,                 1.6767,                 0.6964,                0.77424,                0.91564,                0.63921,                0.72749,                0.34032,                 1.6422,                0.60935,                0.79961,             0.00032307,             0.00032307,             0.00032307
                     51,                 1.6572,                0.68375,                0.76912,                0.92269,                0.64035,                0.73032,                0.35359,                 1.6424,                0.59282,                0.79932,             0.00032236,             0.00032236,             0.00032236
                     52,                 1.6922,                 0.6926,                0.77338,                0.90774,                0.61347,                0.70732,                0.33539,                 1.7132,                0.61311,                 0.8025,             0.00032166,             0.00032166,             0.00032166
                     53,                 1.6897,                0.69982,                0.76803,                  0.941,                0.65162,                0.74146,                0.36715,                 1.6293,                0.57752,                0.80001,             0.00032095,             0.00032095,             0.00032095
                     54,                 1.6497,                0.67498,                0.77299,                0.94404,                0.64278,                0.74004,                0.35116,                 1.6639,                0.57002,                 0.8011,             0.00032024,             0.00032024,             0.00032024
                     55,                 1.6652,                0.68678,                0.76717,                0.94382,                0.64192,                0.75137,                0.36464,                 1.6429,                0.57781,                0.80098,             0.00031954,             0.00031954,             0.00031954
                     56,                 1.6406,                0.66811,                 0.7696,                0.92425,                0.64244,                0.73457,                0.37356,                 1.5655,                0.55549,                0.79922,             0.00031883,             0.00031883,             0.00031883
                     57,                 1.6234,                0.66285,                0.77264,                0.92462,                0.64558,                0.73288,                0.36192,                 1.5896,                0.57481,                0.79945,             0.00031812,             0.00031812,             0.00031812
                     58,                 1.6436,                0.66735,                0.76742,                0.94813,                0.64666,                0.75078,                0.37337,                 1.5791,                0.57159,                0.79827,             0.00031742,             0.00031742,             0.00031742
                     59,                 1.6181,                0.65778,                0.76313,                0.94281,                0.63831,                 0.7592,                0.35978,                 1.6587,                0.58443,                0.80275,             0.00031671,             0.00031671,             0.00031671
                     60,                 1.6517,                0.68594,                0.76712,                0.96387,                 0.6411,                 0.7648,                0.37604,                 1.5951,                0.57736,                0.79577,               0.000316,               0.000316,               0.000316
                     61,                 1.6179,                0.65743,                0.76837,                0.94648,                0.63069,                0.75476,                0.37915,                  1.579,                0.57677,                0.79975,              0.0003153,              0.0003153,              0.0003153
                     62,                 1.6408,                0.66091,                0.76329,                0.93885,                0.63742,                0.74252,                0.32713,                 1.7893,                0.59479,                0.80347,             0.00031459,             0.00031459,             0.00031459
                     63,                 1.6646,                0.68616,                0.77774,                 0.9117,                0.65347,                0.73573,                0.35585,                 1.6507,                0.58745,                0.80233,             0.00031388,             0.00031388,             0.00031388
                     64,                 1.6673,                0.68634,                0.76681,                0.95018,                0.65168,                0.75613,                0.38872,                  1.548,                0.55123,                0.79655,             0.00031317,             0.00031317,             0.00031317
                     65,                 1.6477,                0.67787,                 0.7652,                0.94135,                0.63796,                0.73215,                0.32939,                 1.7623,                0.60515,                0.81027,             0.00031247,             0.00031247,             0.00031247
                     66,                 1.6637,                0.68637,                0.77131,                0.88658,                 0.6123,                0.69025,                0.33149,                 1.6528,                0.63556,                0.79975,             0.00031176,             0.00031176,             0.00031176
                     67,                 1.6628,                0.68631,                0.76685,                0.91721,                0.66083,                0.73549,                 0.3613,                 1.5735,                0.56921,                0.80002,             0.00031105,             0.00031105,             0.00031105
                     68,                 1.6288,                0.67157,                 0.7706,                0.94866,                0.65274,                0.76692,                0.36597,                 1.6465,                0.57775,                0.80101,             0.00031035,             0.00031035,             0.00031035
                     69,                 1.6086,                0.65575,                0.77148,                0.93925,                0.66653,                0.75941,                0.37511,                 1.5735,                0.56804,                0.80019,             0.00030964,             0.00030964,             0.00030964
                     70,                 1.6023,                0.65905,                0.76965,                0.91777,                0.60577,                0.74416,                0.34212,                 1.7102,                0.66952,                0.79831,             0.00030893,             0.00030893,             0.00030893
                     71,                 1.6228,                0.66359,                0.77224,                 0.9573,                0.63404,                0.75156,                0.35507,                 1.6386,                0.58113,                0.80198,             0.00030823,             0.00030823,             0.00030823
                     72,                  1.604,                0.65645,                0.76206,                0.94311,                0.62375,                0.75774,                0.34355,                 1.7309,                0.60593,                0.80682,             0.00030752,             0.00030752,             0.00030752
                     73,                 1.5985,                0.64414,                0.76866,                0.94276,                0.66569,                0.76276,                0.38569,                 1.5254,                0.54464,                0.79708,             0.00030681,             0.00030681,             0.00030681
                     74,                 1.6003,                0.66139,                0.76447,                0.95633,                0.63403,                0.76953,                0.38166,                 1.6046,                 0.5828,                 0.7992,             0.00030611,             0.00030611,             0.00030611
                     75,                 1.5354,                0.63507,                 0.7661,                 0.9453,                 0.6501,                0.78012,                0.39901,                 1.5213,                0.55588,                0.79826,              0.0003054,              0.0003054,              0.0003054
                     76,                 1.5644,                0.64183,                0.76457,                0.93009,                0.66342,                0.76524,                0.39062,                 1.5536,                0.54304,                0.79864,             0.00030469,             0.00030469,             0.00030469
                     77,                 1.6252,                 0.6604,                0.76521,                0.94258,                0.63087,                0.76757,                0.36417,                 1.7071,                0.58799,                 0.8042,             0.00030399,             0.00030399,             0.00030399
                     78,                 1.5816,                0.65096,                0.76619,                0.95579,                0.66583,                0.78332,                0.38123,                 1.6111,                0.56567,                0.79708,             0.00030328,             0.00030328,             0.00030328
                     79,                 1.5775,                0.65054,                0.76312,                0.95722,                0.61734,                0.76357,                0.35713,                  1.722,                0.60933,                0.80262,             0.00030257,             0.00030257,             0.00030257
                     80,                 1.5746,                0.65188,                0.76812,                0.94405,                0.62411,                0.72935,                0.36482,                 1.5861,                0.61051,                0.79748,             0.00030186,             0.00030186,             0.00030186
                     81,                 1.5792,                0.65392,                0.76717,                0.94186,                0.60414,                0.74575,                0.36069,                 1.6526,                0.62489,                0.80086,             0.00030116,             0.00030116,             0.00030116
                     82,                 1.5426,                0.62872,                0.76481,                0.90541,                0.66804,                0.74094,                0.35427,                 1.6681,                0.59178,                0.80126,             0.00030045,             0.00030045,             0.00030045
                     83,                 1.5893,                0.66795,                0.76582,                0.94864,                0.60543,                 0.7618,                0.36072,                 1.6606,                0.63743,                0.79926,             0.00029974,             0.00029974,             0.00029974
                     84,                 1.5707,                0.64777,                0.76075,                0.93924,                0.66399,                0.76663,                0.38217,                 1.5691,                0.54469,                 0.7989,             0.00029904,             0.00029904,             0.00029904
                     85,                 1.5549,                0.63962,                0.76841,                0.90885,                0.65951,                0.73416,                0.35132,                 1.6526,                0.58606,                0.80196,             0.00029833,             0.00029833,             0.00029833
                     86,                 1.5655,                0.63506,                0.76656,                0.94167,                0.64838,                0.76018,                0.37584,                 1.6422,                0.56578,                0.80119,             0.00029762,             0.00029762,             0.00029762
                     87,                 1.6084,                0.64227,                0.76153,                0.94412,                0.64582,                0.75997,                0.34913,                 1.7033,                0.57823,                0.80092,             0.00029692,             0.00029692,             0.00029692
                     88,                 1.5821,                0.64669,                0.76772,                0.93509,                0.63253,                0.74809,                 0.3843,                 1.5635,                 0.5385,                0.79616,             0.00029621,             0.00029621,             0.00029621
                     89,                 1.5442,                0.63298,                0.76746,                0.92564,                0.63584,                0.75195,                0.37384,                 1.5631,                0.56661,                0.79906,              0.0002955,              0.0002955,              0.0002955
                     90,                 1.5452,                0.63131,                0.76488,                 0.9322,                0.63906,                 0.7498,                0.36718,                 1.6154,                0.55731,                0.80039,              0.0002948,              0.0002948,              0.0002948
                     91,                  1.573,                0.63563,                0.76719,                 0.9357,                0.65819,                0.76684,                0.39415,                 1.5402,                0.54466,                0.79672,             0.00029409,             0.00029409,             0.00029409
                     92,                 1.5359,                0.62816,                0.76325,                0.94827,                0.64782,                0.77446,                0.40153,                 1.5153,                0.52389,                0.79574,             0.00029338,             0.00029338,             0.00029338
                     93,                 1.5569,                0.62149,                0.76709,                 0.9465,                0.64758,                0.77194,                0.39476,                 1.5493,                0.54157,                 0.7946,             0.00029268,             0.00029268,             0.00029268
                     94,                 1.5475,                0.61298,                0.76608,                0.93924,                0.64688,                 0.7632,                0.37427,                 1.6354,                0.55531,                0.79764,             0.00029197,             0.00029197,             0.00029197
                     95,                  1.565,                0.62896,                0.76585,                0.94293,                0.65006,                0.76974,                0.38703,                 1.5922,                 0.5596,                0.79776,             0.00029126,             0.00029126,             0.00029126
                     96,                 1.5612,                0.63328,                0.76245,                0.96151,                0.65292,                0.79119,                0.39559,                 1.5987,                0.55377,                0.80171,             0.00029056,             0.00029056,             0.00029056
                     97,                 1.5528,                0.61967,                0.76574,                0.95829,                0.66011,                0.79371,                0.39942,                 1.5986,                0.55131,                 0.7983,             0.00028985,             0.00028985,             0.00028985
                     98,                 1.4872,                 0.6063,                0.76274,                0.96363,                0.64912,                0.79029,                0.40365,                 1.5497,                0.53178,                0.79662,             0.00028914,             0.00028914,             0.00028914
                     99,                 1.4915,                0.60688,                0.75823,                0.94571,                0.63139,                0.77202,                0.40742,                 1.5388,                0.53721,                0.79893,             0.00028843,             0.00028843,             0.00028843
                    100,                 1.5122,                0.60872,                0.76012,                0.95973,                0.65478,                0.79221,                0.42806,                 1.4732,                0.50898,                0.79543,             0.00028773,             0.00028773,             0.00028773
                    101,                 1.5037,                0.60678,                0.76156,                0.95046,                0.65473,                0.78255,                0.40836,                 1.5311,                0.52728,                0.79514,             0.00028702,             0.00028702,             0.00028702
                    102,                 1.4881,                0.59616,                0.76585,                0.95378,                0.64709,                0.78233,                 0.4086,                 1.5657,                0.53175,                0.79724,             0.00028631,             0.00028631,             0.00028631
                    103,                 1.4849,                0.59511,                0.76664,                0.96974,                0.62916,                0.78078,                 0.4219,                 1.4941,                0.52287,                0.79471,             0.00028561,             0.00028561,             0.00028561
                    104,                 1.5003,                0.60502,                0.77041,                0.95159,                0.65991,                0.77203,                0.41139,                 1.4927,                0.52057,                0.79443,              0.0002849,              0.0002849,              0.0002849
                    105,                 1.5318,                0.62133,                0.76144,                 0.9246,                0.64822,                0.75899,                0.39231,                   1.56,                0.56004,                0.79393,             0.00028419,             0.00028419,             0.00028419
                    106,                 1.5053,                0.61902,                0.76575,                0.90818,                0.65575,                0.74435,                0.36831,                 1.5993,                0.57782,                0.79956,             0.00028349,             0.00028349,             0.00028349
                    107,                 1.5004,                0.61782,                0.76028,                 0.9405,                0.66805,                0.77921,                0.41216,                  1.503,                0.53347,                0.79506,             0.00028278,             0.00028278,             0.00028278
                    108,                 1.5144,                0.61467,                0.76709,                0.96092,                  0.675,                0.79844,                0.41525,                 1.5394,                0.54991,                0.79685,             0.00028207,             0.00028207,             0.00028207
                    109,                 1.4832,                 0.5973,                0.76336,                 0.9568,                0.64893,                0.76384,                0.39908,                 1.5104,                0.53631,                0.79518,             0.00028137,             0.00028137,             0.00028137
                    110,                 1.4994,                0.60848,                0.76211,                0.94824,                0.63119,                0.75949,                0.38949,                 1.5226,                0.54006,                 0.7958,             0.00028066,             0.00028066,             0.00028066
                    111,                 1.4749,                0.59273,                0.76072,                0.95647,                0.65128,                0.76799,                0.41689,                  1.454,                0.51743,                0.79283,             0.00027995,             0.00027995,             0.00027995
                    112,                 1.5079,                0.59852,                0.76099,                0.94104,                 0.6693,                0.77871,                0.40211,                 1.5588,                0.53834,                0.79757,             0.00027925,             0.00027925,             0.00027925
                    113,                 1.5001,                0.61559,                0.76146,                0.95903,                0.64025,                0.78478,                0.38907,                  1.625,                0.55987,                0.80229,             0.00027854,             0.00027854,             0.00027854
                    114,                 1.4867,                0.60623,                 0.7613,                0.93102,                0.65844,                0.77822,                0.41301,                 1.4901,                0.52989,                0.79746,             0.00027783,             0.00027783,             0.00027783
                    115,                  1.451,                0.59063,                0.75861,                 0.9457,                0.64325,                 0.7755,                 0.4071,                 1.5347,                0.53024,                0.79584,             0.00027712,             0.00027712,             0.00027712
                    116,                   1.49,                0.60276,                0.76057,                 0.9464,                0.66704,                0.78068,                0.41642,                 1.5046,                0.51598,                0.79391,             0.00027642,             0.00027642,             0.00027642
                    117,                 1.4586,                0.58962,                0.75728,                0.95695,                0.65077,                0.78422,                 0.4349,                 1.4282,                0.49163,                0.79252,             0.00027571,             0.00027571,             0.00027571
                    118,                  1.441,                0.59189,                0.75954,                0.94864,                0.66547,                0.78249,                0.41546,                 1.4857,                0.51942,                0.79396,               0.000275,               0.000275,               0.000275
                    119,                 1.4454,                0.58303,                0.76295,                 0.9476,                0.66788,                0.77796,                0.41371,                 1.4778,                0.51752,                0.79555,              0.0002743,              0.0002743,              0.0002743
                    120,                 1.4566,                0.59514,                  0.759,                0.91403,                 0.6604,                 0.7626,                 0.3857,                 1.5776,                0.54619,                0.80001,             0.00027359,             0.00027359,             0.00027359
                    121,                 1.4903,                 0.6052,                0.75667,                0.94919,                0.65907,                0.79166,                0.41771,                 1.5173,                0.51979,                0.79512,             0.00027288,             0.00027288,             0.00027288
                    122,                 1.4436,                0.58522,                0.76167,                 0.9397,                0.64732,                0.77235,                0.40929,                 1.5186,                 0.5345,                0.79719,             0.00027218,             0.00027218,             0.00027218
                    123,                 1.4492,                0.58633,                0.75963,                 0.9192,                0.64796,                0.75297,                0.40323,                 1.5054,                0.52589,                0.79546,             0.00027147,             0.00027147,             0.00027147
                    124,                 1.4362,                 0.5928,                0.75965,                0.96446,                0.65738,                0.79719,                0.44595,                 1.4202,                0.48998,                0.79374,             0.00027076,             0.00027076,             0.00027076
                    125,                  1.434,                0.57753,                0.76131,                0.96866,                0.64239,                0.79421,                0.43664,                 1.4335,                0.50714,                0.79427,             0.00027006,             0.00027006,             0.00027006
                    126,                 1.4351,                 0.5858,                0.75946,                0.94673,                0.66802,                0.78428,                0.41865,                 1.4748,                0.52294,                0.79497,             0.00026935,             0.00026935,             0.00026935
                    127,                 1.4394,                0.57886,                0.75765,                0.94027,                0.65522,                0.76517,                0.41584,                 1.4697,                0.52147,                0.79483,             0.00026864,             0.00026864,             0.00026864
                    128,                 1.4272,                0.56854,                0.75223,                0.96496,                0.65249,                 0.7764,                0.41522,                 1.4779,                0.51382,                0.79471,             0.00026794,             0.00026794,             0.00026794
                    129,                 1.4153,                0.57518,                0.76076,                0.95132,                0.65043,                0.78571,                0.42352,                 1.5056,                 0.5272,                0.79498,             0.00026723,             0.00026723,             0.00026723
                    130,                  1.408,                0.57457,                0.75849,                0.95951,                 0.6582,                0.79437,                0.43689,                 1.4502,                0.50394,                0.79228,             0.00026652,             0.00026652,             0.00026652
                    131,                 1.4204,                0.57048,                0.76258,                0.96652,                0.64224,                0.80444,                0.43074,                 1.4796,                0.51991,                0.79408,             0.00026582,             0.00026582,             0.00026582
                    132,                 1.4182,                0.57286,                0.75895,                0.96555,                0.64226,                0.79325,                0.41907,                 1.5103,                0.53272,                0.79197,             0.00026511,             0.00026511,             0.00026511
                    133,                  1.426,                0.57777,                0.75733,                0.94511,                0.65616,                0.77994,                0.42062,                 1.4584,                0.51466,                 0.7935,              0.0002644,              0.0002644,              0.0002644
                    134,                 1.4432,                 0.5851,                 0.7578,                0.95932,                0.66636,                0.79248,                0.42936,                 1.4403,                0.50099,                0.79303,             0.00026369,             0.00026369,             0.00026369
                    135,                 1.4074,                0.57877,                0.76101,                0.94966,                0.65817,                0.78509,                0.43234,                 1.4289,                0.50442,                 0.7925,             0.00026299,             0.00026299,             0.00026299
                    136,                 1.3979,                 0.5714,                 0.7621,                0.94355,                0.66664,                0.78038,                0.42194,                 1.4517,                0.51283,                0.79553,             0.00026228,             0.00026228,             0.00026228
                    137,                 1.4361,                 0.5872,                0.75618,                0.92569,                0.65156,                0.75669,                0.41096,                 1.4519,                0.51354,                0.79476,             0.00026157,             0.00026157,             0.00026157
                    138,                 1.4672,                0.58778,                0.76203,                0.95436,                0.64898,                0.77529,                0.40382,                 1.5301,                0.53214,                0.79532,             0.00026087,             0.00026087,             0.00026087
                    139,                 1.4182,                0.56985,                0.76131,                0.95075,                0.65895,                0.78698,                0.41657,                 1.5021,                 0.5146,                 0.7947,             0.00026016,             0.00026016,             0.00026016
                    140,                 1.3911,                0.57648,                0.76376,                0.97294,                0.65759,                0.79182,                 0.4378,                 1.4264,                0.49228,                0.79249,             0.00025945,             0.00025945,             0.00025945
                    141,                 1.3779,                0.56575,                0.75973,                0.97185,                 0.6587,                0.79694,                0.44078,                 1.4314,                0.49291,                0.79421,             0.00025875,             0.00025875,             0.00025875
                    142,                 1.3693,                0.55917,                0.75291,                0.95452,                0.63418,                0.76589,                0.40385,                 1.5204,                0.52557,                0.79689,             0.00025804,             0.00025804,             0.00025804
                    143,                 1.3932,                0.57398,                0.75556,                0.92824,                0.65376,                0.77751,                0.41634,                 1.4754,                0.51995,                0.79546,             0.00025733,             0.00025733,             0.00025733
                    144,                 1.4252,                0.57649,                0.75716,                0.89873,                0.62458,                0.76475,                 0.4101,                 1.4796,                0.57214,                0.79394,             0.00025663,             0.00025663,             0.00025663
                    145,                 1.3996,                0.57588,                0.75452,                0.93193,                0.65249,                0.77527,                0.42916,                 1.4051,                0.49707,                0.79291,             0.00025592,             0.00025592,             0.00025592
                    146,                 1.3768,                0.55201,                0.75641,                0.95255,                0.65771,                 0.7862,                0.43042,                 1.4297,                0.49138,                0.79387,             0.00025521,             0.00025521,             0.00025521
                    147,                 1.3571,                0.54632,                0.75322,                0.95622,                0.64986,                0.79034,                0.42785,                 1.4752,                0.50993,                0.79015,             0.00025451,             0.00025451,             0.00025451
                    148,                 1.3679,                0.54753,                0.75359,                0.96327,                0.65995,                0.79277,                0.44008,                 1.4353,                0.50225,                0.79105,              0.0002538,              0.0002538,              0.0002538
                    149,                 1.3705,                0.55624,                0.75462,                 0.9724,                0.64962,                0.79722,                0.44647,                  1.434,                0.49709,                0.79335,             0.00025309,             0.00025309,             0.00025309
                    150,                 1.3558,                0.55427,                0.75377,                0.96623,                0.65198,                0.79734,                0.45327,                 1.3987,                0.48452,                0.79189,             0.00025238,             0.00025238,             0.00025238
                    151,                 1.3572,                0.55171,                  0.757,                0.96544,                0.64693,                0.78195,                0.43462,                 1.4172,                0.48999,                0.79368,             0.00025168,             0.00025168,             0.00025168
                    152,                 1.3795,                 0.5661,                0.75863,                0.96366,                0.64893,                0.80489,                0.44347,                 1.4517,                0.49808,                0.79413,             0.00025097,             0.00025097,             0.00025097
                    153,                 1.3506,                 0.5466,                0.75611,                0.94096,                0.65167,                0.79402,                 0.4363,                 1.4567,                0.50195,                0.79328,             0.00025026,             0.00025026,             0.00025026
                    154,                 1.3331,                0.54506,                0.75639,                0.94851,                0.65501,                0.79211,                0.45074,                 1.3868,                0.48827,                0.79204,             0.00024956,             0.00024956,             0.00024956
                    155,                 1.3381,                0.55229,                0.75973,                0.95622,                0.64918,                0.78771,                0.44475,                  1.429,                0.49156,                0.79328,             0.00024885,             0.00024885,             0.00024885
                    156,                 1.3398,                0.55149,                0.75719,                0.96444,                0.63554,                0.79558,                 0.4361,                 1.4557,                0.49813,                0.79291,             0.00024814,             0.00024814,             0.00024814
